UqID,ID,Region,Location,Contract Type,Property Type,Years,Bedrooms,Bathrooms,Land Size (SQM),Build Size (SQM),FSR,Price IDR,Price ($),Price/SQM ($),Price/Year ($),Availability,Sold Date,Scrape Date,Days listed,Off plan
1546,,North Badung,Canggu,Leasehold,Villa,28,2,2,,,,2829750000,190822,,6815,Available,,Apr/23,,Available
1547,V017-3952,Tabanan,Other Tabanan,Leasehold,Villa,29,2,2,280,,,2972500000,197734,,6818,Sold,Jul/23,Jul/23,,Off Plan
1548,VCA2176L,Mengwi,Tumbak Bayuh,Leasehold,Villa,24,1,1,230,,,2516257857,165000,,6875,Sold,Apr/23,Jan/23,90,Available
1549,V017-3953,Tabanan,Other Tabanan,Leasehold,Villa,29,2,2,280,,,2972500000,200448,,6912,Sold,Mar/23,Apr/23,,Off Plan
1550,V002-2844,North Badung,Berawa,Leasehold,Villa,23,3,3,141,,,2392500000,159152,,6920,Sold,Mar/23,Jul/23,,Available
1551,LHV961,Gianyar,Ubud,Leasehold,Villa,24,2,2,400,,,2700000000,166307,,6929,Available,,Jun/25,,Available
1552,101780,North Badung,Canggu,Leasehold,Apartment,20,1,1,50,,,2315045000,139000,,6950,Available,,Nov/25,,Available
1553,101764,South Badung,Uluwatu,Leasehold,Apartment,20,1,1,50,,,2315045000,139000,,6950,Available,,Nov/25,,Available
1554,V009-2464,Central Badung,Seminyak,Leasehold,Villa,16,1,1,150,,,1700000000,111310,,6957,Sold,Apr/23,Mar/23,31,Available
1555,,North Badung,Berawa,Leasehold,Villa,25,1,1,,,,2587200000,174530,,6981,Available,,May/23,,Available
1556,LHV960,South Badung,Pecatu,Leasehold,Villa,24,2,2,115,,,2750000000,169387,,7058,Available,,Jun/25,,Available
1557,27654,Non Bali,Gili Islands,Leasehold,Villa,92,4,4,,,,10800000000,649429,,7059,Sold,Nov/25,Oct/25,31,Available
1558,VKE2372L,North Badung,Kerobokan,Leasehold,Villa,14,2,2,180,,,1467553500,99000,,7071,Sold,Feb/23,May/23,,Available
1559,83684,North Badung,Padonan,Leasehold,Villa,28,3,3,146,,,3241710000,199000,,7107,Available,,May/25,,Available
1560,27654,Non Bali,Lombok,Leasehold,Villa,92,4,4,,,,10800000000,654942,,7119,Sold,Sep/25,Aug/25,31,Available
1561,2285,Denpasar,Sanur,Leasehold,Villa,23,9,7,3200,,,25000000000,1639339,,71276,Sold,Aug/23,Jan/23,,Available
1562,V004-0304,North Badung,Berawa,Leasehold,Villa,31,3,3,300,,,3375000000,220984,,7129,Available,,Mar/23,,Available
1563,V004-0406,North Badung,Berawa,Leasehold,Villa,32,3,2,260,,,3407500000,228145,,7130,Sold,Jan/23,Jun/23,,Available
1564,,Tabanan,Other Tabanan,Leasehold,Villa,30,2,2,,,,3201660000,214363,,7145,Available,,Jun/23,,Available
1565,UR0538,Mengwi,Pererenan,Leasehold,Apartment,25,1,2,100,,,2745008571,180000,,7200,Sold,Nov/23,Jan/23,304,Available
1566,LAZ113816,Denpasar,Sanur,Leasehold,Villa,20,3,3,119,,,2200000000,144262,,7213,Sold,Sep/23,Jan/23,,Available
1567,25168,South Badung,Bingin,Leasehold,Villa,21,5,6,,,,25200000000,1515334,,72159,Sold,Nov/25,Oct/25,31,Available
1568,V005-1333,North Badung,Berawa,Leasehold,Villa,20,2,2,210,,,2160500000,144653,,7233,Sold,Jan/23,Jun/23,,Available
1569,LHV825,Mengwi,Tumbak Bayuh,Leasehold,Villa,33,3,3,,,,3905280000,239080,,7245,Available,,Jun/24,,Off Plan
1570,V004-0611,Central Badung,Seminyak,Leasehold,Villa,24,2,2,300,,,2632500000,173996,,7250,Sold,May/23,Feb/23,89,Available
1571,LHV825,North Badung,Canggu,Leasehold,Villa,33,3,3,,,,3905280000,239661,,7262,Available,,Jan/25,,Off Plan
1572,LAZ99597,North Badung,Kerobokan,Leasehold,Villa,26,3,2,250,,,2880000000,188852,,7264,Sold,Sep/23,Jan/23,243,Off Plan
1573,,North Badung,Umalas,Leasehold,Villa,30,2,2,,,,3234000000,218082,,7269,Available,,Apr/23,,Available
1574,PE239508,Mengwi,Tumbak Bayuh,Leasehold,Villa,27,1,1,120,,,3093477500,198210,,7341,Sold,Feb/24,Jan/24,31,Available
1575,LHV947,Mengwi,Cemagi,Leasehold,Villa,25,2,2,150,,,3000000000,184162,,7366,Available,,May/25,,Available
1576,LHV935,South Badung,Ungasan,Leasehold,Villa,25,3,3,120,,,3000000000,184162,,7366,Available,,May/25,,Available
1577,,North Badung,Berawa,Leasehold,Villa,28,1,1,,,,3153150000,206458,,7374,Available,,Mar/23,,Available
1578,,North Badung,Kerobokan,Leasehold,Villa,26,4,7,2800,,,31799000000,1920809,,73877,Available,,Mar/25,,Available
1579,TEVC303,North Badung,Babakan,Leasehold,Villa,30,2,2,200,,,3500000000,222868,,7429,Available,,Mar/24,,Available
1580,,North Badung,Canggu,Leasehold,Villa,25,1,1,,,,2774772000,185781,,7431,Available,,Jun/23,,Available
1581,LAZ113582,Mengwi,Tumbak Bayuh,Leasehold,Villa,26,7,7,1450,,,28685601195,1935108,,74427,Sold,Oct/23,May/23,,Available
1582,28790,North Badung,Canggu,Leasehold,Apartment,23,1,1,,,,2885000000,173482,,7543,Sold,Nov/25,Oct/25,31,Off Plan
1583,V010-3394,Central Badung,Seminyak,Leasehold,Villa,25,2,2,135,,,2800000000,188816,,7553,Sold,Feb/23,Apr/23,,Available
1584,CA974L,North Badung,Canggu,Leasehold,Villa,27,2,,100,,,3400000000,204143,,7561,Available,,Nov/25,,Available
1585,2688,North Badung,Canggu,Leasehold,Villa,21,2,2,302,,,2656000000,160000,,7619,Available,,Apr/25,,Available
1586,V001-0634,North Badung,Umalas,Leasehold,Villa,15,2,2,200,,,1700000000,114638,,7643,Sold,Mar/23,Apr/23,,Available
1587,V005-4051,North Badung,Kerobokan,Leasehold,Villa,23,2,2,295,,,2700000000,176787,,7686,Sold,Jan/23,Mar/23,,Off Plan
1588,28790,North Badung,Canggu,Leasehold,Villa,23,1,1,,,,2885000000,177007,,7696,Sold,Aug/25,Jul/25,31,Off Plan
1589,V005-3330,Tabanan,Other Tabanan,Leasehold,Villa,17,2,2,90,,,2000000000,130953,,7703,Sold,May/23,Mar/23,61,Available
1590,61416,South Badung,Uluwatu,Leasehold,Villa,24,1,1,100,,,2887303043,185000,,7708,Available,,Jan/24,,Off Plan
1591,V001-1729,Central Badung,Seminyak,Leasehold,Villa,49,4,4,550,,,5775000000,378687,,7728,Sold,May/23,Jan/23,120,Available
1592,LAZ118034,Gianyar,Ubud,Leasehold,Villa,10,3,2,400,,,1186438455,77799,,7780,Sold,Oct/23,Jan/23,273,Available
1593,V011-3370,Central Badung,Seminyak,Leasehold,Villa,33,2,2,220,,,3842500000,257270,,7796,Sold,Feb/23,Jun/23,,Available
1594,,North Badung,Canggu,Leasehold,Villa,30,1,1,,,,3476550000,234525,,7818,Available,,May/23,,Available
1595,V005-0932,North Badung,Canggu,Leasehold,Villa,25,3,3,350,,,3000000000,196430,,7857,Sold,Apr/23,Mar/23,31,Available
1596,V005-0214,North Badung,Canggu,Leasehold,Villa,15,6,6,2197,,,17482500000,1178917,,78594,Sold,Jul/23,Apr/23,91,Available
1597,V002-0708,North Badung,Berawa,Leasehold,Apartment,27,1,1,,,,3150000000,212418,,7867,Sold,Jul/23,Apr/23,91,Available
1598,UR2039,South Badung,Ungasan,Leasehold,Villa,25,2,2,120,,,3102274318,199000,,7960,Available,,Nov/23,,Available
1599,V011-0876,Central Badung,Seminyak,Leasehold,Villa,26,3,2,300,,,3180000000,208216,,8008,Sold,Sep/23,Mar/23,184,Available
1600,,North Badung,Canggu,Leasehold,Villa,26,6,5,,,,31531500000,2084087,,80157,Available,,Feb/23,,Available
1601,V011-2948,South Badung,Balangan,Leasehold,Villa,20,2,2,400,,,2450000000,160418,,8021,Sold,Apr/23,Mar/23,31,Available
1602,V001-0612,North Badung,Umalas,Leasehold,Villa,17,3,3,350,,,2100000000,137501,,8088,Sold,May/23,Mar/23,61,Available
1603,V011-3971,Central Badung,Seminyak,Leasehold,Villa,10,2,2,350,,,1200000000,80921,,8092,Sold,Apr/23,Apr/23,,Available
1604,V005-2539,North Badung,Canggu,Leasehold,Villa,16,1,1,135,,,1950000000,129716,,8107,Sold,Jun/23,Jul/23,,Available
1605,RF1693,North Badung,Canggu,Leasehold,Villa,25,1,2,137,,,3006000000,202707,,8108,Sold,Aug/23,Apr/23,122,Available
1606,,North Badung,Kerobokan,Leasehold,Villa,25,3,2,,,,3012471000,203219,,8129,Available,,May/23,,Available
1607,LHV952,Mengwi,Cemagi,Leasehold,Villa,25,1,1,133,,,3300000000,203265,,8131,Available,,Jun/25,,Available
1608,426837,South Badung,Nusa Dua,Leasehold,Apartment,20,2,2,,,,2700000000,162896,,8145,Available,,Feb/25,,Off Plan
1609,UB298L,Gianyar,Ubud,Leasehold,Villa,28,2,,160,,,3800000000,228160,,8149,Available,,Nov/25,,Off Plan
1610,V001-1357,North Badung,Umalas,Leasehold,Villa,30,2,2,625,,,3675000000,244465,,8149,Sold,Mar/23,Jul/23,,Available
1611,V006-4125,Central Badung,Seminyak,Leasehold,Villa,13,2,2,200,,,1575000000,106209,,8170,Sold,Jun/23,Apr/23,61,Available
1612,,South Badung,Uluwatu,Leasehold,Villa,30,2,2,,,,3638250000,245342,,8178,Available,,Apr/23,,Available
1613,,North Badung,Canggu,Leasehold,Villa,24,5,5,,,,29106000000,1963468,,81811,Available,,May/23,,Available
1614,V005-1702,North Badung,Babakan,Leasehold,Villa,20,3,3,330,,,2480000000,163917,,8196,Sold,Jun/23,Feb/23,120,Available
1615,V005-1303,North Badung,Berawa,Leasehold,Apartment,20,1,1,100,,,2465000000,163975,,8199,Sold,Jul/23,Jul/23,,Available
1616,LHV920,Mengwi,Buduk,Leasehold,Villa,23,2,2,214,,,3137400000,189000,,8217,Available,,Apr/25,,Available
1617,LHV938,Mengwi,Tumbak Bayuh,Leasehold,Villa,23,2,2,205,,,3078810000,189000,,8217,Sold,Sep/25,May/25,123,Available
1618,V001-3230,North Badung,Umalas,Leasehold,Villa,14,3,2,400,,,1764000000,115501,,8250,Sold,Sep/23,Mar/23,184,Available
1619,LHV977,North Badung,Umalas,Leasehold,Villa,26,6,7,1600,,,35829750000,2150000,,82692,Available,,Sep/25,,Available
1620,67028,North Badung,Babakan,Leasehold,Apartment,22,1,2,72.5,,,2968420000,181997,,8273,Available,,Apr/24,,Available
1621,28528,North Badung,Berawa,Leasehold,Villa,29,2,2,,,,3990000000,239928,,8273,Sold,Nov/25,Oct/25,31,Available
1622,,North Badung,Canggu,Leasehold,Villa,28,2,2,,,,3541230000,231868,,8281,Available,,Mar/23,,Available
1623,LHV999,South Badung,Ungasan,Leasehold,Villa,50,3,3,210,,,6900000000,414290,,8286,Available,,Nov/25,,Available
1624,LHV944,Mengwi,Tumbak Bayuh,Leasehold,Villa,24,2,2,110,,,3241710000,199000,,8292,Available,,May/25,,Off Plan
1625,LHV913,Mengwi,Seseh,Leasehold,Villa,30,2,2,250,,,4122195000,249000,,8300,Available,,Mar/25,,Available
1626,28528,North Badung,Berawa,Leasehold,Villa,29,2,2,,,,3990000000,241015,,8311,Sold,Apr/25,Mar/25,31,Off Plan
1627,V005-2864,North Badung,Berawa,Leasehold,Villa,20,3,3,200,,,2500000000,166303,,8315,Sold,Apr/23,Jul/23,,Available
1628,29435,Gianyar,Ubud,Leasehold,Villa,30,2,2,,,,4150000000,249549,,8318,Sold,Nov/25,Oct/25,31,Available
1629,,Mengwi,Cemagi,Leasehold,Villa,30,3,2,,,,3702930000,249797,,8327,Available,,May/23,,Available
1630,,South Badung,Uluwatu,Leasehold,Villa,34,2,2,,,,4285050000,283222,,8330,Available,,Feb/23,,Available
1631,CA0691L,Mengwi,Pererenan,Leasehold,Villa,30,2,2,106,,,4077500000,249996,,8333,Sold,Sep/25,Apr/24,518,Off Plan
1632,,North Badung,Berawa,Leasehold,Villa,22,5,5,,,,27489000000,1840490,,83659,Available,,Jun/23,,Available
1633,2735,Central Badung,Seminyak,Leasehold,Villa,19,1,1,95,,,2590110000,159000,,8368,Available,,May/25,,Available
1634,29435,Gianyar,Ubud,Leasehold,Villa,30,2,2,,,,4150000000,251668,,8389,Sold,Sep/25,Aug/25,31,Available
1635,LHV967,Mengwi,Tumbak Bayuh,Leasehold,Villa,28,2,2,130,,,3916275000,235000,,8393,Available,,Sep/25,,Available
1636,V005-2980,North Badung,Berawa,Leasehold,Villa,26,1,1,75,,,3565000000,218574,,8407,Sold,Apr/24,Apr/24,,Available
1637,2574,North Badung,Babakan,Leasehold,Villa,20,2,2,250,,,2744302826,169000,,8450,Sold,May/24,Jul/24,,Available
1638,RF841,Mengwi,Pererenan,Leasehold,Villa,34,2,2,200,,,4400000000,288097,,8473,Sold,Nov/23,Mar/23,,Off Plan
1639,CVD1607A,North Badung,Canggu,Leasehold,Villa,27,1,1,73,,,3604942174,229052,,8483,Sold,Aug/24,Aug/24,,Off Plan
1640,LAZ112392,North Badung,Kerobokan,Leasehold,Villa,20,3,3,120,,,2552176000,169774,,8489,Sold,Sep/23,Jul/23,,Off Plan
1641,BU246691,South Badung,Uluwatu,Leasehold,Villa,24,1,1,100,,,3309390973,203799,,8492,Sold,Jul/24,Jul/24,,Off Plan
1642,LHV979,Gianyar,Ubud,Leasehold,Villa,28,1,1,253,,,3966270000,238000,,8500,Available,,Sep/25,,Available
1643,KE0717L,Central Badung,Seminyak,Leasehold,Villa,23,6,9,2800,,,30853108696,1960357,,85233,Available,,Aug/24,,Available
1644,26326,South Badung,Balangan,Leasehold,Apartment,25,1,1,,,,3550000000,213470,,8539,Sold,Nov/25,Oct/25,31,Available
1645,,Mengwi,Pererenan,Leasehold,Villa,30,1,1,,,,3799950000,256246,,8542,Available,,Apr/23,,Available
1646,28779,Mengwi,Pererenan,Leasehold,Villa,23,2,2,,,,3270000000,196633,,8549,Sold,Nov/25,Oct/25,31,Available
1647,,North Badung,Canggu,Leasehold,Villa,22,2,2,,,,2875026000,188247,,8557,Available,,Mar/23,,Available
1648,28563,South Badung,Uluwatu,Leasehold,Villa,25,2,2,,,,3546000000,214195,,8568,Sold,Feb/25,Mar/25,,Off Plan
1649,LHV911,Gianyar,Other Gianyar,Leasehold,Villa,25,2,3,250,,,3559325000,215000,,8600,Available,,Mar/25,,Off Plan
1650,V009-3719,Mengwi,Pererenan,Leasehold,Villa,27,1,1,130,,,3465500000,233693,,8655,Available,,Apr/23,,Off Plan
1651,,North Badung,Canggu,Leasehold,Villa,25,1,1,,,,3217830000,216992,,8680,Available,,Apr/23,,Available
1652,LAZ117389,North Badung,Canggu,Leasehold,Villa,25,2,2,100,,,3290978700,217518,,8701,Sold,Aug/23,Feb/23,181,Available
1653,V005-2436,North Badung,Canggu,Leasehold,Villa,20,5,5,250,,,2600000000,174080,,8704,Sold,Apr/23,Jun/23,,Available
1654,26326,South Badung,Balangan,Leasehold,Apartment,25,1,1,,,,3550000000,217858,,8714,Sold,Jan/25,Jan/25,,Available
1655,VUM2074L,North Badung,Umalas,Leasehold,Villa,28,2,3,131,,,3683038333,245000,,8750,Sold,Apr/23,Jul/23,,Available
1656,LHV929,Mengwi,Tumbak Bayuh,Leasehold,Villa,28,2,2,167,,,4067000000,245000,,8750,Available,,Apr/25,,Available
1657,V005-4049,North Badung,Padonan,Leasehold,Villa,23,3,3,282,,,3065000000,202582,,8808,Sold,May/23,Feb/23,89,Available
1658,26326,South Badung,Balangan,Leasehold,Apartment,25,1,1,,,,3550000000,220634,,8825,Sold,May/25,Dec/24,151,Available
1659,LHV956,North Badung,Padonan,Leasehold,Villa,13,3,3,300,,,1867025000,115000,,8846,Sold,Jul/25,Jun/25,30,Available
1660,LAZ112775,Tabanan,Kedungu,Leasehold,Villa,99,2,2,445,,,13000000000,876644,,8855,Sold,Sep/23,Apr/23,,Off Plan
1661,V009-0514,North Badung,Canggu,Leasehold,Villa,10,2,2,150,,,1353000000,88721,,8872,Available,,Jan/23,,Available
1662,V005-2358,North Badung,Berawa,Leasehold,Villa,15,2,2,180,,,2021250000,133595,,8906,Available,,Feb/23,,Available
1663,V011-1389,Central Badung,Seminyak,Leasehold,Villa,9,3,3,300,,,1218000000,80504,,8945,Sold,Feb/23,Feb/23,,Available
1664,,Mengwi,Pererenan,Leasehold,Villa,26,2,2,,,,3557400000,233271,,8972,Available,,Jan/23,,Available
1665,VSE468L,Central Badung,Seminyak,Leasehold,Villa,20,3,3,200,,,2688425182,180000,,9000,Sold,May/23,Jun/23,,Available
1666,TA239196,Tabanan,Kedungu,Leasehold,Villa,31,3,3,280,,,4380320000,280000,,9032,Sold,Aug/24,Feb/24,182,Off Plan
1667,VSE541L,Central Badung,Seminyak,Leasehold,Villa,23,2,2,210,,,3106624655,208000,,9043,Sold,Apr/23,Jun/23,,Available
1668,,South Badung,Uluwatu,Leasehold,Villa,10,2,,188,,,1500000000,90607,,9061,Available,,Mar/25,,Available
1669,LHV905,Gianyar,Ubud,Leasehold,Villa,30,3,3,277,,,4500000000,271821,,9061,Sold,Jun/25,Mar/25,92,Off Plan
1670,V012-1951,North Badung,Berawa,Leasehold,Villa,16,4,4,380,,,21600000000,1457119,,91070,Sold,Jun/23,May/23,31,Available
1671,LHV901,Denpasar,Sanur,Leasehold,Villa,41,3,3,300,,,6208125000,375000,,9146,Available,,Mar/25,,Available
1672,V017-1801,Tabanan,Nyanyi,Leasehold,Villa,21,3,3,400,,,2850000000,192259,,9155,Sold,May/23,May/23,,Available
1673,V015-3391,Mengwi,Buduk,Leasehold,Villa,10,2,2,300,,,1380000000,91799,,9180,Available,,Jul/23,,Off Plan
1674,UR2021,North Badung,Umalas,Leasehold,Villa,25,2,2,,,,3409467727,230000,,9200,Available,,May/23,,Available
1675,V001-0617,North Badung,Umalas,Leasehold,Villa,25,3,3,330,,,3480000000,230012,,9200,Sold,Jan/23,Feb/23,,Available
1676,LAZ105947,South Badung,Jimbaran,Leasehold,Villa,30,3,4,120,,,4099000000,276515,,9217,Sold,Sep/23,May/23,,Off Plan
1677,V007-1940,Central Badung,Legian,Leasehold,Villa,10,1,1,212,,,1386000000,92198,,9220,Sold,Jan/24,Jul/23,184,Available
1678,,Central Badung,Seminyak,Leasehold,Villa,42,3,3,,,,5740350000,387239,,9220,Available,,May/23,,Available
1679,V003-0302,North Badung,Canggu,Leasehold,Villa,19,2,2,300,,,2600000000,175329,,9228,Sold,Jul/23,Apr/23,91,Available
1680,,North Badung,Umalas,Leasehold,Villa,27,2,2,,,,3699696000,249486,,9240,Available,,Apr/23,,Available
1681,LHV955,Mengwi,Seseh,Leasehold,Villa,28,2,2,187.5,,,4204865000,259000,,9250,Available,,Jun/25,,Available
1682,LHV659,Central Badung,Seminyak,Leasehold,Villa,25,1,1,,,,3776022000,231800,,9272,Available,,May/25,,Available
1683,,South Badung,Uluwatu,Leasehold,Villa,35,2,2,,,,4851000000,324792,,9280,Available,,Jun/23,,Available
1684,29250,Mengwi,Other Mengwi,Leasehold,Villa,28,1,1,,,,4330000000,260373,,9299,Sold,Nov/25,Oct/25,31,Available
1685,V006-3273,North Badung,Kerobokan,Leasehold,Villa,23,2,2,150,,,3200000000,214252,,9315,Sold,May/23,Jun/23,,Available
1686,V001-3995,North Badung,Umalas,Leasehold,Villa,28,2,2,175,,,3900500000,261153,,9327,Sold,Feb/23,Jun/23,,Off Plan
1687,V005-2125,North Badung,Berawa,Leasehold,Villa,28,3,3,300,,,4000000000,261907,,9354,Sold,Sep/23,Mar/23,184,Available
1688,LHV949,South Badung,Ungasan,Leasehold,Villa,29,2,2,1746,,,4411065735,271701,,9369,Available,,Jun/25,,Available
1689,PE244967,Mengwi,Pererenan,Leasehold,Villa,24,2,2,160,,,3680814574,225338,,9389,Sold,May/24,Jun/24,,Off Plan
1690,V005-3038,North Badung,Padonan,Leasehold,Villa,23,3,3,300,,,3300000000,216073,,9394,Sold,Jul/23,Mar/23,122,Available
1691,V005-4057,North Badung,Kerobokan,Leasehold,Villa,23,4,4,398,,,3300000000,216073,,9394,Sold,Jan/23,Mar/23,,Off Plan
1692,V005-0906,North Badung,Canggu,Leasehold,Villa,14,4,3,300,,,1979250000,131662,,9404,Sold,Jun/23,Jul/23,,Available
1693,V006-0181,North Badung,Kerobokan,Leasehold,Villa,13,2,2,310,,,1850000000,122276,,9406,Sold,Mar/23,Feb/23,28,Available
1694,LAZ115332,South Badung,Bingin,Leasehold,Villa,25,3,3,200,,,3592056000,235196,,9408,Sold,Sep/23,Mar/23,,Off Plan
1695,V005-3039,North Badung,Canggu,Leasehold,Villa,23,3,3,400,,,3300000000,216393,,9408,Sold,Feb/23,Jan/23,31,Available
1696,VCA138L,North Badung,Berawa,Leasehold,Villa,19,2,2,400,,,2708207350,179000,,9421,Sold,Jan/23,Feb/23,,Available
1697,94632,South Badung,Uluwatu,Leasehold,Villa,18,1,1,80,,,2759950000,170000,,9444,Available,,Jun/25,,Available
1698,LAZ108370,North Badung,Canggu,Leasehold,Apartment,21,1,1,75,,,3034630600,198697,,9462,Sold,Sep/23,Mar/23,,Available
1699,64303,South Badung,Uluwatu,Leasehold,Villa,28,2,2,85,,,4161560000,264994,,9464,Sold,Nov/24,Mar/24,245,Available
1700,V005-4405,North Badung,Canggu,Leasehold,Villa,30,3,3,200,,,4300000000,284210,,9474,Sold,Mar/23,Feb/23,28,Off Plan
1701,V017-1802,Tabanan,Nyanyi,Leasehold,Villa,21,4,4,450,,,2950000000,199005,,9476,Sold,Jan/23,May/23,,Available
1702,,Mengwi,Cemagi,Leasehold,Villa,23,2,2,,,,3329403000,217998,,9478,Available,,Mar/23,,Available
1703,29250,Gianyar,Other Gianyar,Leasehold,Villa,28,1,1,,,,4330000000,265664,,9488,Sold,Aug/25,Jul/25,31,Available
1704,,Central Badung,Seminyak,Leasehold,Villa,23,3,2,,,,3327786000,218215,,9488,Available,,Jan/23,,Available
1705,V001-0188,North Badung,Umalas,Leasehold,Villa,21,3,3,280,,,3050000000,199704,,9510,Sold,Feb/23,Mar/23,,Available
1706,BP421L,South Badung,Ungasan,Leasehold,Villa,20,3,,350,,,3100000000,190301,,9515,Available,,Jun/25,,Available
1707,V015-4368,Mengwi,Buduk,Leasehold,Villa,26,2,2,270,,,3675000000,247820,,9532,Available,,Apr/23,,Available
1708,V005-4050,North Badung,Kerobokan,Leasehold,Villa,23,4,3,301,,,3300000000,219520,,9544,Sold,May/23,Jul/23,,Available
1709,72668,South Badung,Melasti,Leasehold,Villa,30,2,1,150,,,4655362425,286687,,9556,Sold,Dec/24,Jul/24,153,Available
1710,V001-2523,North Badung,Umalas,Leasehold,Villa,16,2,2,130,,,2300000000,152999,,9562,Sold,Feb/23,Jul/23,,Available
1711,V007-1118,Central Badung,Legian,Leasehold,Villa,26,4,4,460,,,3800000000,248811,,9570,Sold,Apr/23,Mar/23,31,Available
1712,Ref.IDSTAB1844,Tabanan,Other Tabanan,Leasehold,Villa,26,3,3,,,,3795807965,249000,,9577,Available,,Aug/23,,Off Plan
1713,V006-4557,North Badung,Kerobokan,Leasehold,Villa,25,2,2,300,,,3600000000,239476,,9579,Available,,Jul/23,,Off Plan
1714,V015-3636,North Badung,Berawa,Leasehold,Villa,30,3,3,200,,,4410000000,289179,,9639,Sold,Jul/23,Jan/23,181,Available
1715,,Mengwi,Pererenan,Leasehold,Villa,26,3,3,,,,3799950000,251159,,9660,Available,,Feb/23,,Available
1716,TEVUL028,South Badung,Bingin,Leasehold,Villa,40,2,2,300,,,5860000000,387319,,9683,Sold,Nov/23,Feb/23,,Off Plan
1717,V005-1044,North Badung,Berawa,Leasehold,Villa,27,3,3,500,,,3995000000,261579,,9688,Sold,Jan/23,Mar/23,,Available
1718,25829,South Badung,Bingin,Leasehold,Villa,37,3,3,160,,,5400000000,359214,,9708,Sold,Sep/24,Jul/23,428,Off Plan
1719,VSE2662L,Central Badung,Seminyak,Leasehold,Villa,29,3,2,200,,,4300513429,282000,,9724,Sold,Sep/23,Jan/23,,Available
1720,,Mengwi,Pererenan,Leasehold,Villa,32,2,2,,,,4621386000,311755,,9742,Available,,May/23,,Available
1721,V015-4521,North Badung,Berawa,Leasehold,Villa,26,1,1,125,,,3760000000,253647,,9756,Sold,Feb/24,May/23,276,Available
1722,V005-1191,North Badung,Canggu,Leasehold,Villa,15,3,3,240,,,2175000000,146724,,9782,Sold,Mar/23,May/23,,Available
1723,LHV1004,Mengwi,Tumbak Bayuh,Leasehold,Villa,23,2,2,125,,,3487500000,225000,,9783,Available,,Dec/25,,Available
1724,LHV988,Mengwi,Munggu,Leasehold,Villa,35,3,3,234,,,5700000000,342754,,9793,Available,,Oct/25,,Available
1725,V009-0515,Mengwi,Pererenan,Leasehold,Villa,10,2,2,230,,,1500000000,98360,,9836,Sold,Jan/23,Jan/23,,Available
1726,V011-1106,North Badung,Canggu,Leasehold,Villa,20,3,3,150,,,3000000000,196721,,9836,Sold,Jun/23,Jan/23,151,Available
1727,,North Badung,Berawa,Leasehold,Villa,11,5,5,,,,16170000000,1082641,,98422,Available,,Jun/23,,Available
1728,LHV904,South Badung,Pecatu,Leasehold,Villa,38,3,4,360,,,6200000000,374509,,9856,Sold,Jul/25,Mar/25,122,Available
1729,,Mengwi,Pererenan,Leasehold,Villa,24,3,3,,,,3592974000,237479,,9895,Available,,Feb/23,,Available
1730,V005-1365,North Badung,Berawa,Leasehold,Villa,18,2,2,200,,,2682500000,178443,,9914,Sold,Apr/23,Jul/23,,Available
1731,V015-3636,Mengwi,Cemagi,Leasehold,Villa,30,3,3,200,,,4410000000,297495,,9917,Sold,Jul/23,May/23,61,Available
1732,BU237098,South Badung,Bingin,Leasehold,Villa,30,2,2,177,,,4618500000,298042,,9935,Sold,Mar/24,Dec/23,91,Off Plan
1733,BU234737,South Badung,Bingin,Leasehold,Villa,25,2,2,100,,,3921693409,249000,,9960,Sold,Nov/23,Oct/23,31,Off Plan
1734,LAZ117559,Gianyar,Ubud,Leasehold,Villa,28,2,2,243,,,4198572000,279294,,9975,Sold,Aug/23,Jul/23,31,Off Plan
1735,LHV931,South Badung,Nyang Nyang,Leasehold,Villa,30,2,3,148,,,4976680000,299800,,9993,Available,,Apr/25,,Off Plan
1736,UR0449,North Badung,Padonan,Freehold,Villa,,3,3,1700,1000,59%,15250047619,1000000,1000,,Sold,Mar/23,Jan/23,59,Available
1737,,North Badung,Canggu,Leasehold,Villa,,3,3,,390,,5902050000,390098,1000,,Available,,Feb/23,,Available
1738,,Gianyar,Ubud,Leasehold,Villa,,3,3,,300,,4446750000,299974,1000,,Available,,May/23,,Available
1739,VJI091F,South Badung,Jimbaran,Freehold,Villa,,4,4,360,600,167%,8961417273,600000,1000,,Sold,Feb/23,Jun/23,,Available
1740,36289,Gianyar,Ubud,Freehold,Villa,,5,5,2000,2000,100%,30500095238,2000000,1000,,Sold,Aug/23,Jan/23,212,Available
1741,YA075,South Badung,Nusa Dua,Freehold,Villa,,5,4,350,400,114%,6109047619,400000,1000,,Sold,Oct/23,Mar/23,214,Available
1742,VFH0202,North Badung,Umalas,Freehold,Villa,,7,8,4000,3000,75%,48900000000,3000000,1000,,Sold,Aug/25,Jan/25,31,Available
1743,2272,South Badung,Bingin,Leasehold,Villa,25,2,2,140,250,179%,3782412500,250000,1000,10000,Sold,Aug/23,Feb/23,,Available
1744,BE-93,Central Badung,Seminyak,Leasehold,Villa,20,3,3,350,200,57%,3025930000,200000,1000,10000,Sold,Aug/23,Feb/23,181,Available
1745,BE-1851,Central Badung,Legian,Leasehold,Villa,13,2,2,281,200,71%,3315000000,200000,1000,15385,Sold,Jul/25,Dec/24,212,Available
