UqID,ID,Region,Location,Contract Type,Property Type,Years,Bedrooms,Bathrooms,Land Size (SQM),Build Size (SQM),FSR,Price IDR,Price ($),Price/SQM ($),Price/Year ($),Availability,Sold Date,Scrape Date,Days listed,Off plan
20151,PPV4346,Mengwi,Tumbak Bayuh,Leasehold,Villa,28,2,2,140,98,70%,4556000000,274872,2805,9817,Sold,Jun/25,Feb/25,120,Available
20152,PE201379,Mengwi,Tumbak Bayuh,Freehold,Villa,,6,7,1100,980,89%,41340226190,2750000,2806,,Sold,Oct/24,Jul/23,458,Available
20153,BU247737,South Badung,Bingin,Leasehold,Villa,35,2,2,192,143,74%,6315144196,401254,2806,11464,Sold,May/24,Aug/24,,Off Plan
20154,PPV4508,South Badung,Uluwatu,Leasehold,Villa,25,1,1,90,85,94%,3885000000,238490,2806,9540,Sold,Aug/24,May/25,,Off Plan
20155,,South Badung,Nusa Dua,Leasehold,Villa,,4,4,,216,,8990520000,606268,2807,,Available,,Apr/23,,Available
20156,RF6494,Mengwi,Pererenan,Leasehold,Villa,27,2,2,142,98,69%,4560000000,275113,2807,10189,Sold,Jun/25,Apr/25,61,Available
20157,BE-679,South Badung,Bingin,Leasehold,Villa,24,2,2,202,90,45%,4061259513,252669,2807,10528,Sold,Sep/24,May/24,123,Off Plan
20158,BE-2117,Central Badung,Seminyak,Leasehold,Villa,35,4,4,600,249,42%,11585925000,699000,2807,19971,Available,,Feb/25,,Available
20159,LHV575,South Badung,Bingin,Leasehold,Villa,42,5,6,600,445,74%,18896932850,1249000,2807,29738,Sold,May/24,Feb/23,455,Available
20160,LHV575,South Badung,Bingin,Leasehold,Villa,42,5,6,600,445,74%,20702175000,1249000,2807,29738,Available,,Feb/25,,Available
20161,BSVL659,Mengwi,Pererenan,Leasehold,Villa,26,4,3,653,300,46%,13336500000,842206,2807,32393,Available,,Nov/24,,Available
20162,VL2066,Mengwi,Pererenan,Freehold,Villa,,4,4,650,350,54%,15956491563,982635,2808,,Available,,Jul/24,,Available
20163,VUN3226L,South Badung,Ungasan,Leasehold,Villa,30,2,2,611,144,24%,6310000000,404305,2808,13477,Sold,Jul/24,Jan/24,,Available
20164,VLH0310,North Badung,Berawa,Leasehold,Villa,26,2,2,115,130,113%,5606417381,365000,2808,14038,Sold,Jul/25,Sep/23,669,Off Plan
20165,V009-3718,Mengwi,Pererenan,Leasehold,Villa,28,4,4,450,225,50%,9497500000,631785,2808,22564,Sold,May/23,Jul/23,,Off Plan
20166,BE-2139,North Badung,Umalas,Leasehold,Villa,25,4,4,591,251,42%,11669321510,704882,2808,28195,Available,,Mar/25,,Available
20167,SLCH015,South Badung,Bingin,Leasehold,Apartment,20,1,1,50,50,100%,2288452721,140406,2808,7020,Available,,Jul/25,,Available
20168,SLCH017,North Badung,Canggu,Leasehold,Apartment,20,1,1,50,50,100%,2288452721,140406,2808,7020,Available,,Jul/25,,Available
20169,PPV4321,South Badung,Uluwatu,Leasehold,Villa,30,2,2,150,77,51%,3584000000,216229,2808,7208,Sold,Feb/25,Feb/25,,Off Plan
20170,RF2904D,South Badung,Balangan,Leasehold,Apartment,25,1,1,150,84,56%,3677010000,235867,2808,9435,Sold,Jun/24,Nov/23,213,Off Plan
20171,BHI47,North Badung,Berawa,Freehold,Villa,,3,2,650,150,23%,6375831195,421413,2809,,Sold,Oct/23,Feb/23,242,Available
20172,PPV3639,South Badung,Bingin,Freehold,Villa,,3,4,304,274,90%,12000000000,769758,2809,,Sold,Mar/24,Nov/23,121,Off Plan
20173,,South Badung,Uluwatu,Freehold,Villa,,7,7,,1165,,48510000000,3272446,2809,,Available,,May/23,,Available
20174,VLH0794,Central Badung,Seminyak,Leasehold,Villa,29,4,4,420,320,76%,13931032429,899000,2809,31000,Sold,Sep/24,Dec/23,275,Available
20175,BE-1990,Mengwi,Pererenan,Leasehold,Villa,57,6,6,2500,2300,92%,10777555440,646718,281,11346,Available,,Sep/25,,Available
20176,106,South Badung,Uluwatu,Freehold,Villa,,4,5,1922,320,17%,14665000000,899126,2810,,Sold,Feb/24,Apr/24,,Available
20177,SE91283,Central Badung,Seminyak,Freehold,Villa,,4,4,475,400,84%,18331250000,1123908,2810,,Sold,Aug/24,Apr/24,122,Available
20178,,Mengwi,Pererenan,Leasehold,Villa,,5,6,,210,,8812650000,590039,2810,,Available,,Jun/23,,Available
20179,BSDL1235,South Badung,Uluwatu,Leasehold,Villa,23,3,4,458,140,31%,6027348831,393469,2810,17107,Sold,Feb/25,Sep/24,153,Off Plan
20180,BSDL1623,Gianyar,Ubud,Leasehold,Apartment,30,1,1,49,49,100%,2243133000,137700,2810,4590,Sold,Jun/25,Jan/25,120,Off Plan
20181,FHV104,Central Badung,Seminyak,Freehold,Villa,,3,3,673,284,42%,12000000000,798254,2811,,Sold,Oct/24,Jul/23,458,Available
20182,,North Badung,Canggu,Leasehold,Villa,,3,3,,189,,8113346010,531235,2811,,Available,,Mar/23,,Available
20183,,Central Badung,Seminyak,Freehold,Villa,,4,4,,600,,25000000000,1686480,2811,,Available,,May/23,,Available
20184,CA0711L,North Badung,Canggu,Leasehold,Villa,25,2,2,146,147,101%,6750838957,413284,2811,16531,Sold,Nov/25,Jun/24,153,Off Plan
20185,387736,North Badung,Canggu,Leasehold,Apartment,11,1,1,,76,,3167000000,213643,2811,19422,Available,,May/23,,Available
20186,RF5893B,Tabanan,Nyanyi,Leasehold,Apartment,29,2,1,92,92,100%,4160835000,258598,2811,8917,Sold,Aug/25,Dec/24,243,Off Plan
20187,VJI2096F,South Badung,Jimbaran,Freehold,Villa,,3,3,400,250,63%,10424987857,703000,2812,,Sold,Aug/23,Apr/23,122,Off Plan
20188,PPV4531,South Badung,Balangan,Freehold,Villa,,4,4,225,120,53%,5500000000,337448,2812,,Sold,Mar/25,Jul/25,,Available
20189,vlh1006,Mengwi,Pererenan,Leasehold,Villa,,6,6,550,350,64%,16404308202,984357,2812,,Available,,Sep/25,,Available
20190,BSDL1104,North Badung,Berawa,Leasehold,Apartment,23,1,1,85,85,100%,3893310000,239000,2812,10391,Sold,Jun/25,Feb/25,365,Off Plan
20191,VL3149,North Badung,Berawa,Leasehold,Villa,23,3,3,150,129,86%,5660977740,362719,2812,15770,Available,,Jan/24,,Off Plan
20192,BSDL1222,Gianyar,Ubud,Leasehold,Villa,23,4,6,350,200,57%,8849970652,562313,2812,24448,Available,,Aug/24,,Off Plan
20193,,North Badung,Canggu,Leasehold,Apartment,30,1,1,,64,,2748900000,179989,2812,6000,Available,,Mar/23,,Available
20194,BE-2178,South Badung,Uluwatu,Leasehold,Villa,25,3,3,90,85,94%,3893310000,239000,2812,9560,Sold,Dec/25,May/25,,Off Plan
20195,RF7319A,South Badung,Uluwatu,Leasehold,Villa,25,1,1,90,85,94%,3894266000,239059,2812,9562,Sold,Feb/25,Jun/25,,Off Plan
20196,462297,Gianyar,Ubud,Leasehold,Villa,25,1,1,66,92,139%,4290000000,258824,2813,10353,Available,,Feb/25,,Available
20197,462296,Gianyar,Ubud,Leasehold,Villa,25,1,1,66,92,139%,4290000000,258824,2813,10353,Available,,Feb/25,,Available
20198,LHV534,North Badung,Umalas,Leasehold,Villa,23,4,4,1000,275,28%,11470000000,773469,2813,33629,Sold,Jun/25,Apr/23,61,Available
20199,BSDL766,Gianyar,Ubud,Leasehold,Apartment,24,1,1,32,32,100%,1466100000,90000,2813,3750,Sold,Apr/25,Jan/25,487,Available
20200,,South Badung,Uluwatu,Leasehold,Villa,,2,2,,120,,5150000000,337704,2814,,Available,,Jan/23,,Available
20201,pd-sale-2902756484,North Badung,Kerobokan,Leasehold,Villa,21,3,3,400,180,45%,8150000000,506526,2814,24120,Available,,Dec/24,,Available
20202,,Central Badung,Seminyak,Leasehold,Villa,24,5,6,,300,,12774300000,844322,2814,35180,Available,,Feb/23,,Available
20203,212,North Badung,Umalas,Leasehold,Villa,26,5,5,800,420,53%,17883246300,1182000,2814,45462,Available,,Feb/23,,Available
20204,BSDL1098,South Badung,Balangan,Leasehold,Apartment,29,1,1,,88.5,,4056210000,249000,2814,8586,Sold,Apr/25,Jun/25,304,Off Plan
20205,87825,Denpasar,Sanur,Leasehold,Villa,30,3,3,110,119,108%,5545925000,335000,2815,11167,Available,,Mar/25,,Available
20206,RF3447,North Badung,Padonan,Leasehold,Villa,27,2,2,175,90,51%,3963750000,253372,2815,9384,Sold,Apr/25,Feb/24,425,Off Plan
20207,,North Badung,Umalas,Leasehold,Apartment,,1,1,,50,,2150000000,140775,2816,,Available,,Mar/23,,Available
20208,FHV359X,Denpasar,Sanur,Freehold,Villa,,5,5,515,315,61%,13250000000,887136,2816,,Sold,Dec/24,Jun/23,549,Available
20209,GI0091L,Gianyar,Ubud,Leasehold,Villa,,6,,3500,1247,36%,57200000000,3511357,2816,,Sold,Jun/25,Apr/25,762,Available
20210,RF1428,South Badung,Uluwatu,Leasehold,Villa,25,2,2,235,130,55%,5582143000,366041,2816,14642,Sold,Dec/23,Jan/23,334,Off Plan
20211,PVSR041,Mengwi,Pererenan,Leasehold,Villa,38,4,4,580,345,59%,15869819620,971546,2816,25567,Available,,Jun/24,,Available
20212,,North Badung,Berawa,Leasehold,Apartment,29,1,1,,64,,2748900000,180255,2816,6216,Available,,Jan/23,,Available
20213,PE223684,Mengwi,Pererenan,Freehold,Villa,,4,4,490,406,83%,17443004467,1143800,2817,,Sold,Sep/24,Jan/23,609,Off Plan
20214,PPV2514,North Badung,Canggu,Leasehold,Villa,28,2,2,210,110,52%,4725000000,309835,2817,11066,Sold,Feb/23,Jan/23,31,Available
20215,LHV847,South Badung,Ungasan,Leasehold,Villa,20,3,4,529,142,27%,6275500000,399968,2817,19998,Sold,Mar/25,Oct/24,151,Available
20216,CA0641L,Mengwi,Pererenan,Leasehold,Villa,30,4,5,260,284,109%,12288038095,800000,2817,26667,Sold,Oct/25,Sep/23,761,Available
20217,,Mengwi,Seseh,Leasehold,Villa,,3,3,,360,,15038100000,1014458,2818,,Available,,May/23,,Available
20218,PPV3794,South Badung,Bingin,Leasehold,Villa,24,2,2,200,90,45%,3984000000,253687,2819,10570,Sold,Jul/24,Mar/24,,Off Plan
20219,CA0687L,North Badung,Canggu,Leasehold,Villa,25,3,,247.4,227,92%,10050560000,639985,2819,25599,Available,,Mar/24,,Available
20220,BP333L,South Badung,Bingin,Leasehold,Villa,26,5,,977,350,36%,16070000000,986495,2819,37942,Available,,Mar/25,,Available
20221,,Tabanan,Other Tabanan,Freehold,Villa,,2,2,,250,,10753050000,705116,2820,,Available,,Jan/23,,Available
20222,,Gianyar,Ubud,Freehold,Villa,,3,2,,126,,5419343160,355366,2820,,Available,,Jan/23,,Available
20223,YS007,Mengwi,Pererenan,Leasehold,Villa,13,4,3,1000,279,28%,12000000000,786883,2820,60529,Sold,Apr/25,Jan/23,821,Available
20224,,South Badung,Uluwatu,Leasehold,Apartment,25,1,1,,79,,3485759487,222818,2820,8913,Sold,Nov/24,Feb/24,274,Available
20225,BSDF894,South Badung,Ungasan,Freehold,Villa,,2,2,200,163,82%,7493400000,460000,2822,,Sold,Apr/25,Apr/25,396,Off Plan
20226,,Mengwi,Pererenan,Freehold,Villa,,4,5,,406,,17500000000,1145841,2822,,Available,,Mar/23,,Available
20227,PPV4521,South Badung,Uluwatu,Leasehold,Villa,29,2,2,100,100,100%,4600000000,282229,2822,9732,Sold,Oct/25,Jul/25,92,Available
20228,VL3180,South Badung,Balangan,Leasehold,Villa,28,9,9,750,650,87%,29895445562,1835202,2823,65543,Available,,Feb/25,,Available
20229,84914,Non Bali,Sumba,Freehold,Villa,,1,1,180,85,47%,3957600000,240000,2824,,Available,,Aug/25,,Off Plan
20230,BB-V1984,North Badung,Canggu,Freehold,Villa,,3,3,283,219,77%,9500000000,618488,2824,,Available,,Sep/23,,Available
20231,,North Badung,Berawa,Leasehold,Villa,,3,3,,110,,4700000000,310648,2824,,Available,,Feb/23,,Available
20232,,North Badung,Canggu,Leasehold,Villa,30,2,2,,92,,3880800000,259834,2824,8661,Available,,Jun/23,,Available
20233,FHV294X,Central Badung,Seminyak,Freehold,Villa,,5,5,600,358,60%,15000000000,1011512,2825,,Sold,Nov/24,Apr/23,580,Available
20234,BE-1250,Gianyar,Ubud,Leasehold,Villa,22,2,2,400,100,25%,4328092500,282541,2825,12843,Sold,Mar/25,Sep/24,181,Available
20235,PE234834,Mengwi,Pererenan,Leasehold,Villa,26,5,5,700,400,57%,17312370000,1130162,2825,43468,Sold,Dec/24,Sep/24,91,Available
20236,TCA2600L,North Badung,Berawa,Leasehold,Villa,,2,2,83,92,111%,3933709000,260000,2826,,Sold,Jul/23,Feb/23,,Off Plan
20237,CVD1607B,North Badung,Canggu,Leasehold,Villa,27,2,2,116,115,99%,5115120652,325006,2826,12037,Sold,Nov/24,Aug/24,92,Off Plan
20238,795,North Badung,Kerobokan,Leasehold,Villa,29,4,4,420,320,76%,14684809895,904322,2826,31184,Available,,Jul/24,,Available
20239,BP0192L,South Badung,Bingin,Leasehold,Villa,35,1,1,130,76,58%,3250000000,214810,2826,6137,Sold,Aug/23,Feb/23,181,Off Plan
20240,2141,North Badung,Berawa,Leasehold,Apartment,28,2,2,90,92,102%,3855614286,260000,2826,9286,Sold,Aug/23,Apr/23,122,Off Plan
20241,,South Badung,Nusa Dua,Freehold,Villa,,1,1,,90,,3800000000,254424,2827,,Available,,Jun/23,,Available
20242,LAZ92424,North Badung,Babakan,Leasehold,Villa,30,1,1,65,35,54%,1542420000,98941,2827,3298,Sold,Feb/24,Nov/23,92,Available
20243,BSVL057,North Badung,Babakan,Leasehold,Villa,24,2,3,125,81,65%,3492260905,229000,2827,9542,Sold,May/25,Jan/23,30,Available
20244,RF1466B,North Badung,Berawa,Leasehold,Villa,30,2,2,100,110,110%,5073600000,311068,2828,10369,Sold,Apr/24,Apr/24,,Off Plan
20245,BE-292,North Badung,Berawa,Leasehold,Villa,37,5,5,500,350,70%,15912270000,989974,2828,26756,Sold,Oct/25,May/24,518,Available
20246,,North Badung,Canggu,Leasehold,Villa,30,1,1,,80,,3379530000,226272,2828,7542,Available,,Jun/23,,Available
20247,RF2499B,South Badung,Uluwatu,Leasehold,Villa,25,1,1,133,70,53%,3117800000,197958,2828,7918,Sold,Nov/23,Oct/23,31,Off Plan
20248,RF3784,Mengwi,Tumbak Bayuh,Leasehold,Villa,25,2,1,150,80,53%,3690000000,226238,2828,9050,Sold,Jun/24,Apr/24,61,Available
20249,261,North Badung,Umalas,Freehold,Villa,,4,5,1400,707,51%,30259300000,2000000,2829,,Available,,Feb/23,,Available
20250,SLMA005,North Badung,Canggu,Leasehold,Villa,28,2,2,196,86,44%,3950000000,243302,2829,8689,Available,,Jun/25,,Available
20251,,North Badung,Berawa,Leasehold,Villa,,2,,,642,,27489000000,1816896,2830,,Available,,Feb/23,,Available
20252,DM0076,Central Badung,Seminyak,Freehold,Villa,,4,4,680,300,44%,12947290429,849000,2830,,Available,,Jan/23,,Available
20253,BE-2452,North Badung,Berawa,Leasehold,Villa,23,2,2,135,90,67%,4245278713,254742,2830,11076,Available,,Sep/25,,Available
20254,BE-2078,South Badung,Uluwatu,Leasehold,Villa,30,2,2,400,130,33%,5994003240,367956,2830,12265,Available,,May/25,,Available
20255,CVD1604A,North Badung,Canggu,Leasehold,Villa,24,2,2,174,147,84%,6546363888,415945,2830,17331,Available,,Aug/24,,Off Plan
20256,V006-0607,North Badung,Kerobokan,Leasehold,Villa,31,4,3,900,225,25%,10000000000,636766,2830,20541,Sold,Feb/24,Mar/24,,Available
20257,VL2501,Tabanan,Cepaka,Leasehold,Villa,27,3,4,725,212,29%,8897571429,600000,2830,22222,Available,,Apr/23,,Available
20258,PPV2593,Mengwi,Pererenan,Leasehold,Villa,23,4,5,260,181,70%,7700000000,512213,2830,22270,Sold,Jun/23,Jul/23,,Available
20259,VL2306,Tabanan,Other Tabanan,Leasehold,Villa,26,3,3,725,212,29%,9163571429,600000,2830,23077,Available,,Mar/23,,Available
20260,2489,North Badung,Umalas,Leasehold,Villa,30,4,4,800,330,41%,14471300000,933865,2830,31129,Sold,Feb/24,Dec/23,62,Available
20261,CA968L,Mengwi,Tumbak Bayuh,Leasehold,Villa,37,4,,650,425,65%,20000000000,1202646,2830,32504,Available,,Oct/25,,Available
20262,BE-2185,South Badung,Uluwatu,Leasehold,Villa,29,1,1,120,70,58%,3226772070,198083,2830,6830,Available,,May/25,,Available
20263,VL3294,Denpasar,Sanur,Leasehold,Villa,28,2,3,185,90,49%,4222842283,254695,2830,9096,Available,,Feb/25,,Off Plan
20264,LHV703,North Badung,Berawa,Leasehold,Villa,23,2,2,200,106,53%,4890000000,300092,2831,13047,Sold,Nov/25,Jan/25,426,Available
20265,BSVL666,South Badung,Bingin,Leasehold,Villa,23,2,3,250,120,48%,5379000000,339686,2831,14769,Available,,Nov/24,,Available
20266,BSVF202,Central Badung,Seminyak,Freehold,Villa,,3,3,758,459,61%,21177000000,1300000,2832,,Sold,Apr/25,Mar/25,182,Available
20267,461637,North Badung,Kerobokan,Freehold,Villa,,5,5,950,639,67%,30000000000,1809955,2832,,Available,,Feb/25,,Available
20268,RF2150C,North Badung,Umalas,Leasehold,Villa,28,2,2,154,101,66%,4360125000,286018,2832,10215,Sold,May/25,Aug/23,639,Off Plan
20269,PVST044B,North Badung,Berawa,Leasehold,Villa,27,2,3,100,110,110%,5088519317,311518,2832,11538,Available,,Jun/24,,Off Plan
20270,TEVC290,North Badung,Canggu,Freehold,Villa,,5,4,1100,350,32%,15000000000,991431,2833,,Available,,Feb/23,,Available
20271,BSDL1553,South Badung,Ungasan,Leasehold,Apartment,29,1,1,650,30,5%,1384650000,85000,2833,2931,Sold,Jun/25,Jan/25,182,Off Plan
20272,RF1040,North Badung,Bumbak,Leasehold,Villa,30,4,5,800,330,41%,14572820000,934795,2833,31160,Sold,Jan/24,Nov/23,61,Available
20273,BE-469,Mengwi,Pererenan,Leasehold,Villa,23,4,2,709,300,42%,12957577391,850000,2833,36957,Sold,Oct/23,Aug/23,61,Available
20274,,Mengwi,Pererenan,Leasehold,Apartment,30,1,1,,42,,6521000000,119000,2833,3967,Sold,Jul/24,Mar/24,122,Off Plan
20275,,Mengwi,Pererenan,Leasehold,Apartment,30,1,1,,42,,6521000000,119000,2833,3967,Sold,Aug/24,Mar/24,153,Off Plan
20276,,Mengwi,Pererenan,Leasehold,Apartment,30,1,1,,42,,6521000000,119000,2833,3967,Sold,Oct/24,Mar/24,214,Off Plan
20277,,Mengwi,Pererenan,Leasehold,Apartment,30,1,1,,42,,6521000000,119000,2833,3967,Sold,Nov/24,Mar/24,245,Off Plan
20278,,Mengwi,Pererenan,Leasehold,Apartment,30,1,1,,42,,6521000000,119000,2833,3967,Sold,Nov/24,Mar/24,245,Off Plan
20279,,Mengwi,Pererenan,Leasehold,Apartment,30,1,1,,42,,6521000000,119000,2833,3967,Sold,Nov/24,Mar/24,245,Off Plan
20280,LHV633,South Badung,Bingin,Leasehold,Villa,34,1,1,111,77,69%,3351000000,218163,2833,6417,Sold,Aug/24,Sep/23,335,Off Plan
20281,BE-2221,South Badung,Padang Padang,Leasehold,Villa,19,1,1,100,60,60%,2759950000,170000,2833,8947,Available,,Jun/25,,Available
20282,BB-V1805,Mengwi,Pererenan,Freehold,Villa,,6,6,1900,1575,83%,68551433000,4462970,2834,,Available,,Sep/23,,Available
20283,TEVUL018,South Badung,Bingin,Leasehold,Villa,22,2,2,240,120,50%,5356000000,340068,2834,15458,Sold,Oct/23,Oct/23,,Available
20284,RFW115B,South Badung,Uluwatu,Leasehold,Villa,25,1,1,105,64,61%,2955000000,181400,2834,7256,Sold,May/25,Mar/25,61,Available
20285,FHV265,North Badung,Canggu,Freehold,Villa,,3,,170,176,104%,7500000000,498909,2835,,Sold,Nov/23,Jul/23,,Available
20286,FHV387,South Badung,Uluwatu,Freehold,Villa,,3,3,615,627,102%,28000000000,1777803,2835,,Sold,Jun/24,Oct/23,244,Available
20287,RF1722,North Badung,Umalas,Leasehold,Villa,29,3,4,146,158,108%,6642472900,447929,2835,15446,Sold,Nov/23,Apr/23,214,Off Plan
20288,,Central Badung,Seminyak,Freehold,Villa,,3,3,,280,,12111330000,794183,2836,,Available,,Jan/23,,Available
20289,V005-1000,North Badung,Canggu,Leasehold,Villa,29,3,3,260,176,68%,7612500000,499179,2836,17213,Available,,Jan/23,,Available
20290,69338,South Badung,Ungasan,Leasehold,Villa,23,3,3,473,140,30%,6467130000,397000,2836,17261,Available,,May/25,,Available
20291,PPV4140,South Badung,Bingin,Leasehold,Villa,34,5,5,400,220,55%,9790000000,623964,2836,18352,Sold,Jun/25,Oct/24,243,Available
20292,BB-V2127,North Badung,Canggu,Leasehold,Villa,25,3,3,210,167,80%,7500000000,473628,2836,18945,Available,,Nov/24,,Available
20293,B2771,Denpasar,Sanur,Leasehold,Villa,28,4,4,400,200,50%,8900000000,567240,2836,20259,Sold,Nov/25,Oct/24,396,Available
20294,LAZ119259,North Badung,Canggu,Leasehold,Apartment,30,1,1,,48,,2075000000,136117,2836,4537,Sold,Nov/23,Aug/23,92,Off Plan
20295,CVS1176C,Mengwi,Pererenan,Leasehold,Apartment,27,1,1,,48,,2046701984,136149,2836,5043,Sold,Oct/23,Jul/23,92,Available
20296,,North Badung,Berawa,Leasehold,Apartment,,1,1,,63,,2650000000,178700,2837,,Available,,Apr/23,,Available
20297,,Central Badung,Seminyak,Leasehold,Villa,,1,,,135,,5840000000,382950,2837,,Available,,Jan/23,,Available
20298,SUBD1643,Gianyar,Ubud,Freehold,Villa,,3,3,2000,228,11%,10120621925,646934,2837,,Sold,Feb/24,Feb/24,,Available
20299,FHV387,South Badung,Ungasan,Freehold,Villa,,3,3,615,627,102%,28000000000,1779075,2837,,Sold,Jan/25,Aug/24,153,Available
20300,,Central Badung,Seminyak,Freehold,Villa,,4,4,,800,,34616930040,2269956,2837,,Available,,Jan/23,,Available
20301,RF630,North Badung,Umalas,Leasehold,Villa,15,2,2,135,79,59%,3530000000,224130,2837,14942,Sold,Dec/23,Oct/23,61,Available
20302,23513,South Badung,Bingin,Freehold,Villa,,6,6,640,300,47%,12800000000,851471,2838,,Sold,Oct/24,Jul/23,458,Available
20303,PM035,North Badung,Berawa,Leasehold,Villa,28,1,1,100,78,78%,3400000000,221353,2838,7905,Available,,Sep/23,,Available
20304,BE-132,North Badung,Babakan,Leasehold,Apartment,25,1,1,136,74,54%,3177226500,210000,2838,8400,Sold,Aug/23,Feb/23,181,Available
20305,UB0088F,Gianyar,Ubud,Leasehold,Villa,,1,,120,80,67%,3700000000,227133,2839,,Sold,Nov/25,Jun/25,153,Off Plan
20306,910,North Badung,Berawa,Freehold,Villa,,2,2,131,155,118%,7072120000,439988,2839,,Available,,May/24,,Off Plan
20307,,North Badung,Canggu,Leasehold,Villa,,2,2,,110,,4725000000,312301,2839,,Available,,Feb/23,,Available
20308,,Mengwi,Pererenan,Leasehold,Villa,,2,,,440,,19080600000,1249334,2839,,Available,,Mar/23,,Available
20309,BSDF1330,Gianyar,Ubud,Freehold,Villa,,3,3,132,173,131%,8000000000,491099,2839,,Sold,Jun/25,May/25,273,Off Plan
20310,PPV4200,Mengwi,Seseh,Leasehold,Villa,23,2,2,145,105,72%,4720000000,298070,2839,12960,Sold,Sep/25,Nov/24,304,Available
20311,BU238509,South Badung,Bingin,Leasehold,Villa,29,3,3,421,255,61%,11326256000,724001,2839,24966,Sold,Aug/24,Feb/24,182,Available
20312,VLH0983,North Badung,Umalas,Leasehold,Villa,29,5,5,860,597,69%,28137000000,1695000,2839,58448,Available,,Apr/25,,Available
20313,RF1710E,South Badung,Bingin,Leasehold,Villa,35,1,1,130,76,58%,3200000000,215789,2839,6165,Sold,Aug/23,Apr/23,122,Off Plan
20314,RF1299A,South Badung,Nusa Dua,Leasehold,Villa,37,1,2,200,81,41%,3597075000,229934,2839,6214,Sold,Jul/24,Feb/24,,Off Plan
20315,RF2198A,South Badung,Uluwatu,Leasehold,Villa,30,1,1,84,75,89%,3353912730,212950,2839,7098,Sold,Feb/25,Oct/23,489,Off Plan
20316,FF277,Tabanan,Nyanyi,Leasehold,Villa,27,1,1,160,80,50%,3700000000,227133,2839,8412,Sold,Jul/25,Mar/25,122,Available
20317,BB-A157,North Badung,Canggu,Leasehold,Apartment,,1,1,79,79,100%,3700000000,224378,2840,,Sold,Sep/25,Aug/25,31,Available
20318,VL3144,Gianyar,Ubud,Leasehold,Villa,25,1,1,66,95,144%,4337000000,269824,2840,10793,Available,,May/24,,Available
20319,BE-2478,Mengwi,Buduk,Leasehold,Villa,25,5,5,900,240,27%,11357885348,681541,2840,27262,Available,,Sep/25,,Off Plan
20320,RF1731,North Badung,Canggu,Leasehold,Villa,24,4,4,330,250,76%,11421900000,709876,2840,29578,Sold,Aug/25,Dec/24,243,Off Plan
20321,URB0118,Gianyar,Ubud,Leasehold,Villa,30,1,1,130,87,67%,3912000000,247045,2840,8235,Available,,Nov/24,,Available
20322,BE-419,North Badung,Padonan,Leasehold,Villa,26,2,3,100,81,81%,3409467727,230000,2840,8846,Sold,May/25,May/23,731,Available
20323,VLH0251,North Badung,Padonan,Leasehold,Villa,24,2,2,125,88,70%,3897329545,250000,2841,10417,Sold,Sep/24,Nov/23,305,Available
20324,pd-sale-2903712178,South Badung,Bingin,Leasehold,Villa,34,5,5,400,220,55%,10359375000,625000,2841,18382,Available,,Jan/25,,Available
20325,Ref.IDBPV-133,South Badung,Bingin,Leasehold,Villa,33,5,5,400,220,55%,10045891304,625000,2841,18939,Available,,May/24,,Off Plan
20326,PPV4468,South Badung,Bingin,Leasehold,Villa,25,1,1,105,64,61%,2963000000,181793,2841,7272,Sold,Aug/25,Jul/25,92,Available
20327,72801,Tabanan,Buwit,Freehold,Villa,,4,4,1600,630,39%,29075596900,1790537,2842,,Available,,Jul/24,,Available
20328,SA417L,Denpasar,Sanur,Leasehold,Villa,29,4,4,400,200,50%,9000000000,568354,2842,19598,Available,,Nov/24,,Available
20329,,North Badung,Canggu,Leasehold,Villa,21,3,3,,160,,6791400000,454709,2842,21653,Available,,Jun/23,,Available
20330,LHV512,North Badung,Berawa,Leasehold,Villa,22,3,3,200,220,110%,9780000000,625161,2842,28416,Sold,Feb/25,Feb/24,366,Available
20331,PVSA015,South Badung,Bingin,Leasehold,Villa,40,4,6,650,445,68%,20656208102,1264567,2842,31614,Available,,Jun/24,,Off Plan
20332,BB-V1964,Mengwi,Tumbak Bayuh,Leasehold,Villa,24,4,4,460,276,60%,12050000000,784503,2842,32688,Available,,Sep/23,,Off Plan
20333,65173,Mengwi,Pererenan,Freehold,Villa,,4,4,650,350,54%,15625480000,994977,2843,,Available,,Mar/24,,Available
20334,SLM001,Gianyar,Pejeng,Leasehold,Villa,28,3,4,1150,170,15%,8000000000,483238,2843,17259,Available,,Jun/25,,Available
20335,RF6012,Mengwi,Seseh,Leasehold,Villa,30,3,3,250,320,128%,15060220400,909708,2843,30324,Sold,Aug/25,Mar/25,153,Off Plan
20336,LHV432,Mengwi,Pererenan,Leasehold,Villa,26,4,4,750,450,60%,19355000000,1279276,2843,49203,Available,,Feb/23,,Available
20337,36400,Mengwi,Pererenan,Leasehold,Villa,29,1,2,88,70,80%,2949930773,199000,2843,6862,Sold,Apr/23,May/23,,Available
20338,36400,Mengwi,Pererenan,Leasehold,Villa,29,1,2,88,70,80%,3243461200,199000,2843,6862,Sold,Jun/25,Jul/25,,Available
20339,36400,Mengwi,Pererenan,Leasehold,Villa,29,1,2,88,70,80%,3281510000,199000,2843,6862,Sold,,Aug/25,,Available
20340,TA194284,Tabanan,Other Tabanan,Leasehold,Villa,30,3,3,725,211,29%,9150028571,600000,2844,20000,Sold,Dec/23,Jan/23,334,Available
