DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE IDR,RATE USD,MONTHLY IDR,MONTHLY USD,TOTAL REVENUE
Jul/22,Gianyar,Ubud,Villa,Individual ,4,170,58.9%,"Rp4,396,627",$296,"Rp70,399,315","$4,747","$783,270"
Jul/25,Central Badung,Seminyak,Villa,Professional,2,214,68.6%,"Rp3,564,057",$219,"Rp64,894,721","$3,982","$784,369"
Dec/25,Gianyar,Ubud,Villa,Individual ,4,231,53.5%,"Rp4,431,571",$266,"Rp60,564,748","$3,632","$784,528"
Oct/25,North Badung,Canggu,Apartment,Individual ,1,610,67.8%,"Rp1,128,353",$68,"Rp23,386,092","$1,406","$784,691"
Sep/23,North Badung,Padonan,Villa,Professional,5,70,66.5%,"Rp11,560,144",$748,"Rp195,590,254","$12,660","$784,893"
Mar/24,North Badung,Padonan,Guest House,Individual ,1,1727,55.4%,"Rp586,694",$37,"Rp7,904,349",$499,"$785,948"
May/22,Mengwi,Mengwi,Villa,Individual ,6,47,52.0%,"Rp14,950,061","$1,025","Rp207,350,871","$14,222","$786,189"
Dec/23,North Badung,Canggu,Villa,Professional,4,100,57.9%,"Rp9,561,724",$621,"Rp123,521,908","$8,024","$786,303"
Jun/25,Denpasar,Denpasar,Villa,Individual ,3,290,64.5%,"Rp3,068,371",$189,"Rp45,147,268","$2,781","$786,985"
Sep/24,Central Badung,Seminyak,Villa,Professional,2,162,70.9%,"Rp3,981,610",$263,"Rp76,365,212","$5,046","$787,115"
Dec/22,Central Badung,Seminyak,Villa,Professional,5,72,73.5%,"Rp10,324,991",$663,"Rp170,362,337","$10,945","$788,056"
Dec/24,North Badung,Canggu,Apartment,Individual ,1,522,69.8%,"Rp1,540,460",$96,"Rp24,977,916","$1,552","$788,612"
Nov/24,Central Badung,Seminyak,Villa,Professional,3,179,60.3%,"Rp4,759,196",$300,"Rp78,631,561","$4,964","$789,293"
Dec/24,South Badung,Jimbaran,Villa,Individual ,4,187,52.8%,"Rp6,599,215",$410,"Rp70,575,005","$4,386","$789,527"
Oct/24,North Badung,Kerobokan,Villa,Individual ,5,111,58.2%,"Rp7,647,363",$487,"Rp116,874,856","$7,449","$789,594"
Nov/24,Central Badung,Seminyak,Villa,Individual ,1,561,51.1%,"Rp2,089,943",$132,"Rp29,882,763","$1,887","$790,458"
Jul/25,Denpasar,Denpasar,Villa,Individual ,2,375,70.9%,"Rp2,132,328",$131,"Rp35,811,188","$2,197","$790,982"
Nov/25,South Badung,Jimbaran,Villa,Individual ,3,301,40.6%,"Rp4,325,017",$260,"Rp51,866,193","$3,114","$790,994"
Dec/25,North Badung,Padonan,Villa,Professional,5,137,50.7%,"Rp8,932,161",$536,"Rp102,269,767","$6,133","$791,172"
Feb/24,North Badung,Canggu,Villa,Professional,6,36,55.5%,"Rp14,869,390",$946,"Rp188,928,657","$12,026","$792,141"
Sep/25,Gianyar,Ubud,Guest House,Individual ,1,1730,50.0%,"Rp610,186",$37,"Rp8,685,244",$521,"$793,736"
May/25,Central Badung,Seminyak,Villa,Professional,4,146,55.2%,"Rp6,630,855",$407,"Rp96,592,757","$5,930","$794,563"
Nov/23,Central Badung,Seminyak,Villa,Professional,3,184,55.4%,"Rp4,943,429",$319,"Rp71,679,691","$4,623","$795,157"
Aug/23,North Badung,Canggu,Villa,Professional,4,85,65.0%,"Rp9,655,349",$634,"Rp151,347,642","$9,941","$795,258"
Nov/23,Central Badung,Seminyak,Villa,Individual ,1,544,47.1%,"Rp2,334,056",$151,"Rp32,279,574","$2,082","$795,280"
Apr/24,Central Badung,Seminyak,Villa,Professional,4,102,67.1%,"Rp7,711,649",$474,"Rp132,121,028","$8,128","$796,546"
Nov/21,Central Badung,Seminyak,Villa,Individual ,2,499,54.9%,"Rp2,050,921",$143,"Rp25,144,136","$1,756","$797,167"
Feb/23,North Badung,Canggu,Villa,Professional,6,30,72.0%,"Rp15,970,068","$1,048","Rp280,363,458","$18,391","$798,071"
Jun/23,North Badung,Canggu,Villa,Individual ,1,504,56.3%,"Rp1,885,619",$126,"Rp27,257,777","$1,818","$798,275"
Dec/23,Gianyar,Ubud,Villa,Individual ,5,103,67.0%,"Rp6,825,197",$443,"Rp120,578,414","$7,832","$798,896"
Aug/24,North Badung,Canggu,Guest House,Individual ,1,1212,59.6%,"Rp646,805",$42,"Rp9,973,268",$646,"$799,149"
Feb/24,Gianyar,Ubud,Villa,Individual ,4,197,57.1%,"Rp4,782,961",$304,"Rp73,882,741","$4,703","$799,494"
Jul/25,Mengwi,Mengwi,Villa,Individual ,6,89,65.0%,"Rp20,913,216","$1,283","Rp307,375,568","$18,859","$799,695"
Dec/23,North Badung,Padonan,Villa,Professional,5,63,64.4%,"Rp13,274,740",$862,"Rp201,950,210","$13,118","$800,192"
Jul/22,North Badung,Canggu,Villa,Individual ,1,435,66.0%,"Rp1,764,513",$119,"Rp29,952,210","$2,020","$801,824"
Jun/22,North Badung,Kerobokan,Villa,Individual ,3,304,64.2%,"Rp2,963,076",$199,"Rp43,454,861","$2,917","$802,288"
Jun/22,North Badung,Kerobokan,Villa,Individual ,4,125,55.5%,"Rp6,117,212",$411,"Rp82,230,512","$5,521","$802,288"
Jul/25,Central Badung,Seminyak,Villa,Individual ,1,426,57.0%,"Rp2,181,985",$134,"Rp34,418,014","$2,112","$802,441"
Feb/25,South Badung,Jimbaran,Villa,Individual ,3,317,44.4%,"Rp4,203,256",$254,"Rp48,230,838","$2,909","$802,878"
Oct/21,North Badung,Canggu,Villa,Individual ,5,91,54.8%,"Rp10,087,153",$712,"Rp133,862,482","$9,450","$803,269"
Mar/24,South Badung,Jimbaran,Villa,Individual ,3,227,53.7%,"Rp4,308,894",$272,"Rp58,676,471","$3,702","$803,330"
Dec/25,South Badung,Bukit,Villa,Professional,2,427,56.4%,"Rp2,270,333",$136,"Rp32,460,828","$1,947","$803,977"
Oct/25,North Badung,Padonan,Guest House,Individual ,1,1724,57.6%,"Rp488,694",$29,"Rp8,577,537",$516,"$805,654"
Dec/25,North Badung,Canggu,Villa,Professional,2,367,62.2%,"Rp2,303,871",$138,"Rp38,279,641","$2,296","$805,768"
Mar/23,North Badung,Padonan,Villa,Professional,5,76,56.2%,"Rp12,207,357",$814,"Rp172,821,299","$11,529","$807,037"
Oct/23,Mengwi,Mengwi,Villa,Individual ,6,64,53.0%,"Rp12,730,175",$802,"Rp176,990,497","$11,145","$807,661"
Mar/23,Gianyar,Ubud,Villa,Individual ,4,179,61.5%,"Rp4,549,900",$304,"Rp70,417,586","$4,698","$807,994"
Sep/25,North Badung,Canggu,Villa,Professional,2,305,69.1%,"Rp2,530,539",$152,"Rp45,678,450","$2,741","$808,588"
Apr/24,North Badung,Padonan,Guest House,Individual ,1,1672,59.3%,"Rp607,239",$37,"Rp9,083,435",$559,"$809,154"
Sep/24,North Badung,Kerobokan,Villa,Individual ,5,119,53.5%,"Rp7,864,448",$520,"Rp114,512,244","$7,566","$809,568"
Nov/22,Central Badung,Seminyak,Villa,Professional,4,131,57.9%,"Rp7,442,035",$473,"Rp111,826,397","$7,109","$810,439"
Aug/23,Denpasar,Denpasar,Villa,Individual ,6,52,70.4%,"Rp10,146,007",$666,"Rp10,146,007",$666,"$811,592"
Oct/25,Central Badung,Seminyak,Villa,Professional,2,250,64.6%,"Rp2,997,888",$180,"Rp56,247,802","$3,382","$811,755"
Aug/22,North Badung,Canggu,Villa,Individual ,1,438,63.3%,"Rp1,820,893",$123,"Rp30,894,454","$2,082","$811,917"
Oct/25,Central Badung,Seminyak,Villa,Individual ,1,438,57.0%,"Rp1,991,442",$120,"Rp33,675,721","$2,025","$812,024"
Jan/25,South Badung,Jimbaran,Villa,Individual ,4,184,42.3%,"Rp6,783,190",$416,"Rp79,804,663","$4,896","$812,734"
Mar/24,Central Badung,Seminyak,Villa,Individual ,1,578,44.4%,"Rp2,215,127",$140,"Rp26,467,789","$1,670","$813,238"
Jan/25,Central Badung,Seminyak,Villa,Professional,4,146,53.0%,"Rp7,299,377",$448,"Rp99,031,813","$6,076","$814,127"
Nov/24,North Badung,Padonan,Villa,Professional,2,332,65.2%,"Rp2,484,320",$157,"Rp40,826,198","$2,577","$814,462"
Jun/22,Central Badung,Seminyak,Villa,Professional,4,161,52.0%,"Rp6,754,602",$453,"Rp84,338,658","$5,662","$815,359"
Feb/23,North Badung,Kerobokan,Villa,Professional,6,40,69.7%,"Rp13,199,141",$866,"Rp200,356,141","$13,142","$816,065"
Dec/21,North Badung,Kerobokan,Villa,Individual ,6,67,58.6%,"Rp9,449,963",$663,"Rp133,628,419","$9,377","$816,184"
Dec/25,North Badung,Padonan,Guest House,Individual ,1,1942,61.2%,"Rp488,717",$29,"Rp7,333,340",$440,"$816,238"
Aug/22,Gianyar,Ubud,Villa,Individual ,6,85,59.5%,"Rp7,707,216",$519,"Rp136,366,390","$9,189","$818,573"
Mar/25,Gianyar,Ubud,Villa,Individual ,4,224,52.6%,"Rp4,513,992",$273,"Rp63,962,411","$3,862","$818,842"
Oct/22,North Badung,Kerobokan,Villa,Professional,6,36,79.3%,"Rp12,835,086",$823,"Rp252,423,373","$16,186","$819,619"
Oct/23,South Badung,Jimbaran,Villa,Individual ,3,233,51.6%,"Rp4,279,718",$270,"Rp58,419,175","$3,679","$820,369"
Nov/24,North Badung,Canggu,Villa,Professional,4,144,56.6%,"Rp6,709,484",$424,"Rp97,087,261","$6,129","$821,319"
Jan/22,North Badung,Padonan,Villa,Professional,6,66,48.3%,"Rp9,512,981",$662,"Rp133,337,743","$9,272","$821,401"
Apr/22,North Badung,Canggu,Villa,Individual ,5,125,47.1%,"Rp9,466,032",$653,"Rp100,069,442","$6,904","$821,543"
Aug/22,Mengwi,Mengwi,Villa,Individual ,6,57,51.4%,"Rp13,070,852",$881,"Rp187,436,017","$12,630","$821,839"
Jun/24,North Badung,Padonan,Villa,Professional,5,65,67.3%,"Rp12,189,482",$745,"Rp224,286,468","$13,701","$822,064"
May/24,Central Badung,Seminyak,Villa,Professional,4,107,67.1%,"Rp7,468,409",$460,"Rp127,247,478","$7,833","$822,467"
Jul/25,South Badung,Bukit,Villa,Professional,2,238,73.8%,"Rp2,951,534",$181,"Rp57,315,247","$3,517","$822,868"
Dec/23,Gianyar,Ubud,Guest House,Individual ,1,,53.8%,"Rp639,212",$42,"Rp8,329,520",$541,"$822,941"
Jan/25,Gianyar,Ubud,Villa,Individual ,5,130,52.9%,"Rp6,865,272",$421,"Rp106,466,285","$6,532","$822,990"
Jan/24,North Badung,Padonan,Villa,Professional,3,241,40.1%,"Rp5,313,172",$337,"Rp57,736,421","$3,660","$823,500"
Dec/22,North Badung,Canggu,Guest House,Individual ,1,,77.7%,"Rp656,345",$42,"Rp11,284,368",$725,"$823,583"
Jan/24,Gianyar,Ubud,Villa,Individual ,6,79,59.7%,"Rp8,752,166",$555,"Rp155,350,933","$9,848","$823,948"
Mar/23,North Badung,Padonan,Guest House,Individual ,1,,67.3%,"Rp563,646",$38,"Rp9,180,822",$612,"$824,375"
Jun/24,North Badung,Canggu,Villa,Professional,4,84,70.2%,"Rp9,624,967",$588,"Rp164,680,846","$10,060","$824,913"
Jul/22,Central Badung,Seminyak,Villa,Professional,2,242,55.3%,"Rp3,714,906",$250,"Rp56,652,311","$3,820","$825,145"
Mar/23,South Badung,Bukit,Villa,Individual ,1,519,53.7%,"Rp2,088,725",$139,"Rp27,250,052","$1,818","$825,318"
Mar/24,Central Badung,Seminyak,Villa,Professional,3,176,56.1%,"Rp5,063,760",$319,"Rp74,799,041","$4,719","$825,856"
Jun/25,North Badung,Canggu,Villa,Professional,5,75,62.8%,"Rp11,692,822",$720,"Rp183,721,472","$11,316","$826,096"
Oct/24,North Badung,Kerobokan,Villa,Professional,6,37,51.2%,"Rp13,909,876",$887,"Rp183,084,043","$11,669","$826,657"
Jul/24,Tabanan,Tabanan,Villa,Individual ,6,36,67.4%,"Rp23,308,281","$1,434","Rp394,869,669","$24,292","$826,937"
Apr/23,North Badung,Canggu,Villa,Individual ,1,597,53.0%,"Rp1,852,893",$126,"Rp25,697,098","$1,752","$827,074"
Jul/24,Central Badung,Seminyak,Villa,Professional,2,163,72.5%,"Rp4,547,980",$280,"Rp87,386,239","$5,376","$827,897"
Aug/24,Denpasar,Denpasar,Villa,Individual ,3,252,72.6%,"Rp3,156,989",$204,"Rp3,156,989",$204,"$828,378"
Jun/23,South Badung,Jimbaran,Villa,Individual ,3,198,64.2%,"Rp4,445,962",$297,"Rp65,472,676","$4,368","$829,873"
Apr/23,Mengwi,Mengwi,Villa,Individual ,6,55,61.0%,"Rp14,311,000",$976,"Rp218,385,863","$14,892","$831,226"
Nov/21,North Badung,Canggu,Villa,Individual ,3,403,57.8%,"Rp2,558,517",$179,"Rp32,377,722","$2,261","$832,054"
Jan/25,North Badung,Padonan,Villa,Professional,5,111,53.4%,"Rp9,475,409",$581,"Rp125,636,978","$7,708","$832,441"
Jan/25,Central Badung,Seminyak,Villa,Individual ,1,789,31.8%,"Rp2,124,767",$130,"Rp21,520,399","$1,320","$833,091"
Oct/23,North Badung,Padonan,Villa,Professional,5,70,64.7%,"Rp12,263,133",$772,"Rp200,669,474","$12,637","$834,017"
May/25,South Badung,Jimbaran,Villa,Individual ,3,317,42.7%,"Rp4,041,663",$248,"Rp48,629,831","$2,985","$835,872"
Aug/22,Central Badung,Seminyak,Villa,Professional,2,222,63.2%,"Rp3,585,279",$242,"Rp61,716,799","$4,159","$835,921"
Nov/22,Mengwi,Mengwi,Villa,Individual ,6,53,58.1%,"Rp15,906,585","$1,011","Rp233,729,398","$14,859","$836,014"
Jul/24,South Badung,Bukit,Guest House,Individual ,1,888,59.7%,"Rp1,049,018",$65,"Rp17,223,744","$1,060","$837,085"
Sep/22,Gianyar,Ubud,Villa,Individual ,3,332,61.0%,"Rp2,930,555",$192,"Rp43,156,420","$2,835","$839,034"
Feb/24,North Badung,Canggu,Villa,Individual ,1,595,56.6%,"Rp1,964,858",$125,"Rp26,720,465","$1,701","$840,224"
May/22,North Badung,Kerobokan,Villa,Individual ,3,295,62.3%,"Rp2,951,193",$202,"Rp42,409,410","$2,909","$840,624"
May/22,North Badung,Kerobokan,Villa,Individual ,4,110,56.9%,"Rp6,179,759",$424,"Rp86,866,394","$5,958","$840,624"
Mar/24,Gianyar,Ubud,Guest House,Individual ,1,1680,52.7%,"Rp604,874",$38,"Rp8,511,437",$537,"$840,947"
Jun/25,South Badung,Bukit,Villa,Professional,3,206,63.5%,"Rp4,046,789",$249,"Rp70,061,400","$4,315","$841,513"
Sep/23,North Badung,Padonan,Guest House,Individual ,1,,62.5%,"Rp603,019",$39,"Rp9,413,978",$609,"$842,080"
Jul/22,North Badung,Padonan,Villa,Professional,5,73,62.9%,"Rp11,198,511",$755,"Rp178,536,196","$12,039","$842,720"
Feb/23,Central Badung,Seminyak,Villa,Individual ,1,614,54.1%,"Rp2,104,154",$138,"Rp28,687,883","$1,882","$843,042"
Jan/23,Mengwi,Mengwi,Villa,Individual ,6,57,47.9%,"Rp16,337,954","$1,090","Rp195,195,591","$13,026","$843,197"
Oct/25,North Badung,Canggu,Villa,Professional,5,86,47.6%,"Rp13,475,883",$810,"Rp175,523,289","$10,555","$844,370"
Aug/25,North Badung,Canggu,Villa,Professional,5,76,58.3%,"Rp11,965,206",$726,"Rp143,970,971","$8,731","$844,603"
Jun/25,Central Badung,Seminyak,Villa,Individual ,1,498,57.8%,"Rp2,225,989",$137,"Rp33,951,768","$2,091","$844,875"
Jul/23,North Badung,Canggu,Villa,Professional,4,79,70.3%,"Rp9,512,966",$631,"Rp165,426,829","$10,974","$844,966"
Oct/23,North Badung,Canggu,Villa,Individual ,1,568,51.1%,"Rp1,950,891",$123,"Rp29,335,836","$1,847","$846,082"
Jul/24,Denpasar,Denpasar,Villa,Individual ,3,248,72.1%,"Rp3,433,871",$211,"Rp3,433,871",$211,"$846,691"
Dec/25,Mengwi,Mengwi,Villa,Individual ,2,584,64.3%,"Rp1,598,514",$96,"Rp25,435,389","$1,525","$848,099"
Sep/23,North Badung,Kerobokan,Villa,Individual ,2,422,69.6%,"Rp2,008,714",$130,"Rp32,889,529","$2,129","$849,380"
Mar/23,Central Badung,Seminyak,Villa,Professional,4,141,53.3%,"Rp7,580,528",$506,"Rp93,641,842","$6,247","$849,586"
Oct/22,Gianyar,Ubud,Villa,Individual ,3,281,65.3%,"Rp3,014,487",$193,"Rp50,051,793","$3,209","$850,513"
Jan/22,Central Badung,Seminyak,Villa,Individual ,5,155,49.2%,"Rp6,415,065",$446,"Rp84,955,137","$5,908","$850,732"
Jan/23,North Badung,Canggu,Guest House,Individual ,1,,69.4%,"Rp618,670",$41,"Rp10,150,680",$677,"$851,482"
Mar/22,Central Badung,Seminyak,Villa,Individual ,2,531,56.2%,"Rp2,036,015",$142,"Rp24,258,869","$1,688","$852,638"
Nov/22,Central Badung,Seminyak,Villa,Individual ,1,590,55.9%,"Rp2,038,441",$130,"Rp28,357,150","$1,803","$852,698"
Oct/21,North Badung,Canggu,Villa,Individual ,4,177,56.6%,"Rp5,873,724",$415,"Rp76,099,785","$5,372","$854,209"
Oct/24,Gianyar,Ubud,Villa,Individual ,5,123,68.1%,"Rp5,966,795",$380,"Rp111,728,179","$7,121","$854,518"
Aug/25,Central Badung,Seminyak,Villa,Individual ,1,426,63.0%,"Rp2,067,873",$125,"Rp36,079,382","$2,188","$855,490"
Jun/24,North Badung,Padonan,Guest House,Individual ,1,1759,55.1%,"Rp626,441",$38,"Rp9,113,407",$557,"$855,663"
Jul/23,Central Badung,Seminyak,Villa,Professional,2,181,72.1%,"Rp3,951,089",$262,"Rp76,379,973","$5,067","$856,266"
Jul/24,North Badung,Padonan,Guest House,Individual ,1,1712,53.1%,"Rp647,037",$40,"Rp9,218,412",$567,"$856,333"
Nov/24,North Badung,Kerobokan,Villa,Professional,6,44,53.4%,"Rp13,224,443",$835,"Rp168,526,908","$10,639","$856,369"
Sep/22,South Badung,Bukit,Villa,Individual ,2,468,57.2%,"Rp2,318,284",$152,"Rp30,974,655","$2,034","$856,509"
May/23,North Badung,Padonan,Villa,Professional,5,70,61.7%,"Rp11,604,877",$774,"Rp194,469,542","$12,978","$856,523"
Jan/24,North Badung,Padonan,Villa,Professional,4,161,40.6%,"Rp8,656,619",$549,"Rp91,303,966","$5,788","$856,607"
Oct/22,Mengwi,Mengwi,Villa,Individual ,6,53,62.0%,"Rp16,063,874","$1,030","Rp254,926,620","$16,347","$857,132"
Apr/24,Gianyar,Ubud,Villa,Individual ,5,105,76.4%,"Rp6,463,390",$398,"Rp140,758,348","$8,659","$857,279"
Aug/22,North Badung,Kerobokan,Villa,Professional,6,40,72.2%,"Rp12,807,946",$863,"Rp222,217,860","$14,974","$857,707"
Jan/25,North Badung,Canggu,Villa,Professional,3,231,53.8%,"Rp4,468,664",$274,"Rp64,733,523","$3,971","$857,819"
Apr/22,North Badung,Padonan,Villa,Professional,6,65,55.8%,"Rp10,767,558",$743,"Rp133,517,678","$9,211","$858,794"
Feb/24,North Badung,Kerobokan,Villa,Individual ,2,494,64.2%,"Rp2,119,038",$135,"Rp29,559,932","$1,882","$859,890"
Jan/24,South Badung,Jimbaran,Villa,Individual ,3,287,41.6%,"Rp4,609,762",$292,"Rp54,358,377","$3,446","$861,463"
Jun/25,North Badung,Canggu,Villa,Professional,2,277,73.3%,"Rp2,768,653",$171,"Rp52,500,697","$3,234","$863,424"
Jun/23,North Badung,Kerobokan,Villa,Professional,6,37,73.3%,"Rp13,631,799",$909,"Rp202,873,248","$13,534","$865,788"
Apr/25,North Badung,Kerobokan,Villa,Individual ,4,221,56.4%,"Rp4,904,828",$295,"Rp71,168,616","$4,287","$866,027"
Jul/25,Denpasar,Sanur,Villa,Individual ,3,206,74.4%,"Rp4,116,653",$253,"Rp70,600,683","$4,332","$866,329"
Mar/23,North Badung,Padonan,Villa,Professional,3,204,53.4%,"Rp5,320,889",$355,"Rp66,293,906","$4,423","$866,819"
Sep/25,Denpasar,Sanur,Villa,Individual ,3,221,62.2%,"Rp4,884,721",$293,"Rp75,280,741","$4,517","$867,320"
Jul/23,North Badung,Canggu,Villa,Individual ,1,504,56.7%,"Rp2,014,105",$134,"Rp30,631,325","$2,032","$867,635"
Apr/24,Central Badung,Seminyak,Villa,Individual ,1,588,51.3%,"Rp2,359,181",$145,"Rp32,885,599","$2,023","$867,912"
Nov/22,North Badung,Canggu,Villa,Professional,6,32,68.4%,"Rp15,432,786",$981,"Rp251,265,051","$15,974","$868,123"
Jan/23,Central Badung,Seminyak,Villa,Professional,2,297,45.6%,"Rp3,902,302",$260,"Rp46,968,489","$3,134","$868,220"
Dec/23,Mengwi,Mengwi,Villa,Individual ,6,68,53.3%,"Rp14,629,053",$950,"Rp177,950,372","$11,559","$868,256"
Oct/24,North Badung,Padonan,Villa,Professional,5,96,59.6%,"Rp9,622,523",$613,"Rp146,510,718","$9,338","$868,419"
Apr/22,North Badung,Canggu,Villa,Individual ,6,92,48.3%,"Rp10,420,519",$719,"Rp111,846,873","$7,716","$869,397"
Jan/24,Central Badung,Seminyak,Villa,Individual ,1,766,30.6%,"Rp2,356,330",$149,"Rp21,933,394","$1,390","$870,386"
Aug/22,North Badung,Padonan,Villa,Professional,3,155,67.8%,"Rp5,149,116",$347,"Rp89,752,010","$6,048","$870,908"
Jul/25,Gianyar,Ubud,Guest House,Individual ,1,1501,59.5%,"Rp624,836",$38,"Rp10,003,617",$614,"$870,924"
Oct/21,Central Badung,Seminyak,Villa,Individual ,2,457,59.4%,"Rp2,242,663",$158,"Rp29,606,370","$2,090","$871,575"
Jul/23,North Badung,Padonan,Guest House,Individual ,1,,64.3%,"Rp611,903",$41,"Rp9,843,168",$653,"$871,683"
Jan/23,Gianyar,Ubud,Guest House,Individual ,1,,51.0%,"Rp541,609",$36,"Rp8,046,693",$537,"$872,068"
Jan/23,Gianyar,Ubud,Villa,Individual ,6,77,57.5%,"Rp8,367,759",$558,"Rp153,220,444","$10,225","$872,154"
Aug/25,North Badung,Kerobokan,Guest House,Individual ,6,203,64.1%,"Rp15,253,422",$925,"Rp246,420,247","$14,944","$872,489"
Aug/25,North Badung,Kerobokan,Villa,Individual ,6,203,64.1%,"Rp15,253,422",$925,"Rp246,420,247","$14,944","$872,489"
Sep/25,South Badung,Bukit,Villa,Professional,2,318,69.5%,"Rp2,608,687",$157,"Rp48,958,971","$2,938","$872,537"
Aug/25,South Badung,Bukit,Villa,Professional,2,255,73.6%,"Rp2,892,995",$175,"Rp58,553,753","$3,551","$873,513"
Nov/22,South Badung,Bukit,Villa,Individual ,2,473,62.1%,"Rp2,269,344",$144,"Rp30,883,464","$1,963","$873,690"
Jan/22,North Badung,Canggu,Villa,Individual ,4,211,41.4%,"Rp6,239,729",$434,"Rp66,141,094","$4,600","$873,909"
Aug/22,North Badung,Canggu,Villa,Professional,4,80,72.2%,"Rp8,871,031",$598,"Rp162,229,019","$10,932","$874,550"
Dec/23,North Badung,Padonan,Guest House,Individual ,1,,60.7%,"Rp640,510",$42,"Rp7,422,790",$482,"$876,077"
Aug/22,Gianyar,Ubud,Villa,Individual ,4,185,63.7%,"Rp4,400,582",$297,"Rp77,866,572","$5,247","$876,261"
Sep/23,Mengwi,Mengwi,Villa,Individual ,6,59,54.9%,"Rp14,262,103",$923,"Rp188,112,211","$12,176","$876,868"
Jul/25,South Badung,Jimbaran,Villa,Individual ,4,146,58.7%,"Rp7,035,862",$432,"Rp103,651,556","$6,359","$877,605"
Jun/24,South Badung,Jimbaran,Villa,Individual ,4,142,62.3%,"Rp7,181,449",$439,"Rp107,239,407","$6,551","$877,830"
Jul/22,North Badung,Padonan,Villa,Professional,3,181,57.3%,"Rp5,133,861",$346,"Rp75,694,527","$5,104","$877,914"
Mar/23,North Badung,Canggu,Villa,Professional,4,83,60.0%,"Rp10,348,237",$690,"Rp160,523,827","$10,709","$878,116"
Jan/25,North Badung,Kerobokan,Villa,Individual ,5,144,45.6%,"Rp8,469,748",$520,"Rp106,028,741","$6,505","$878,152"
May/24,Gianyar,Ubud,Villa,Individual ,5,102,75.4%,"Rp6,388,543",$393,"Rp142,847,829","$8,793","$879,334"
Sep/25,Central Badung,Seminyak,Villa,Professional,3,228,67.7%,"Rp3,990,649",$239,"Rp68,268,009","$4,096","$880,744"
Jun/24,Gianyar,Ubud,Villa,Individual ,5,116,74.1%,"Rp6,476,716",$396,"Rp133,612,201","$8,162","$881,498"
Aug/23,Central Badung,Seminyak,Villa,Professional,2,172,72.0%,"Rp4,214,286",$277,"Rp82,346,692","$5,409","$881,609"
Oct/22,Central Badung,Seminyak,Villa,Professional,4,135,60.1%,"Rp7,474,822",$479,"Rp108,296,581","$6,944","$881,928"
Apr/22,Central Badung,Seminyak,Villa,Professional,6,78,41.0%,"Rp13,208,302",$911,"Rp120,283,603","$8,298","$883,667"
May/22,Gianyar,Ubud,Villa,Individual ,2,531,63.1%,"Rp1,690,194",$116,"Rp25,031,338","$1,717","$884,164"
Sep/22,Central Badung,Seminyak,Villa,Professional,4,135,58.0%,"Rp7,493,877",$492,"Rp104,391,451","$6,857","$884,499"
Feb/25,North Badung,Padonan,Villa,Professional,3,367,50.4%,"Rp3,596,843",$217,"Rp45,271,382","$2,730","$884,676"
May/25,Central Badung,Seminyak,Villa,Professional,3,229,61.1%,"Rp4,074,538",$250,"Rp65,211,085","$4,003","$884,693"
Jun/22,Central Badung,Seminyak,Villa,Individual ,1,690,53.9%,"Rp2,003,747",$135,"Rp26,304,670","$1,766","$884,770"
Oct/23,Gianyar,Ubud,Villa,Individual ,6,82,66.2%,"Rp8,373,516",$527,"Rp160,492,451","$10,107","$884,853"
May/25,South Badung,Bukit,Villa,Individual ,6,167,51.6%,"Rp13,312,001",$817,"Rp182,349,352","$11,194","$884,922"
Jan/22,Central Badung,Seminyak,Villa,Individual ,2,575,41.9%,"Rp2,211,573",$154,"Rp24,285,064","$1,689","$884,937"
Nov/24,North Badung,Padonan,Villa,Professional,5,98,56.7%,"Rp9,856,253",$622,"Rp152,450,548","$9,624","$885,445"
Oct/24,South Badung,Jimbaran,Villa,Individual ,4,156,55.7%,"Rp6,257,987",$399,"Rp95,855,025","$6,109","$885,850"
Nov/24,Mengwi,Mengwi,Villa,Individual ,6,70,49.9%,"Rp12,883,271",$813,"Rp155,014,784","$9,786","$885,986"
Sep/25,South Badung,Bukit,Villa,Professional,3,254,60.5%,"Rp3,848,937",$231,"Rp65,637,273","$3,939","$886,191"
Oct/24,Central Badung,Seminyak,Villa,Professional,4,116,65.8%,"Rp7,217,362",$460,"Rp131,274,236","$8,367","$886,875"
Oct/25,Mengwi,Mengwi,Villa,Individual ,2,522,68.2%,"Rp1,573,136",$95,"Rp30,162,990","$1,814","$886,935"
Sep/25,Gianyar,Ubud,Villa,Individual ,5,129,63.6%,"Rp6,768,293",$406,"Rp119,263,922","$7,157","$887,412"
Apr/23,North Badung,Canggu,Villa,Professional,6,30,77.6%,"Rp15,831,949","$1,080","Rp289,724,676","$19,756","$888,091"
Apr/24,North Badung,Padonan,Villa,Professional,4,138,53.6%,"Rp8,123,165",$500,"Rp112,835,815","$6,942","$888,526"
Nov/23,North Badung,Kerobokan,Villa,Professional,6,35,54.2%,"Rp13,690,338",$883,"Rp160,965,195","$10,382","$888,711"
Apr/23,North Badung,Padonan,Guest House,Individual ,1,,68.1%,"Rp581,213",$40,"Rp9,369,180",$639,"$889,318"
May/24,North Badung,Padonan,Guest House,Individual ,1,1723,58.7%,"Rp610,475",$38,"Rp9,103,628",$560,"$889,915"
Feb/23,Central Badung,Seminyak,Villa,Professional,3,216,61.4%,"Rp5,135,048",$337,"Rp73,472,779","$4,819","$891,602"
