DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE IDR,RATE USD,MONTHLY IDR,MONTHLY USD,TOTAL REVENUE
Oct/25,Central Badung,Seminyak,Villa,Professional,6,157,42.7%,"Rp20,555,137","$1,236","Rp248,351,101","$14,934",$0
Nov/25,Central Badung,Seminyak,Villa,Professional,6,153,32.2%,"Rp19,400,838","$1,165","Rp175,204,430","$10,520",$0
Dec/25,Central Badung,Seminyak,Villa,Professional,6,146,35.0%,"Rp20,006,250","$1,200","Rp188,520,355","$11,306",$0
Oct/21,Denpasar,Denpasar,Apartment,Individual ,3,2,84.5%,"Rp580,374",$41,"Rp14,219,159","$1,004",$0
Nov/21,Denpasar,Denpasar,Apartment,Individual ,3,6,89.0%,"Rp3,247,918",$227,"Rp69,830,289","$4,876",$0
Dec/21,Denpasar,Denpasar,Apartment,Individual ,3,6,70.3%,"Rp3,941,599",$277,"Rp51,240,829","$3,596",$0
Jan/22,Denpasar,Denpasar,Apartment,Individual ,3,5,52.8%,"Rp4,581,083",$319,"Rp61,386,516","$4,269",$0
Feb/22,Denpasar,Denpasar,Apartment,Individual ,3,1,14.3%,"Rp4,786,058",$333,"Rp9,572,117",$666,$0
Mar/22,Denpasar,Denpasar,Apartment,Individual ,3,1,29.0%,"Rp2,652,848",$185,"Rp23,875,629","$1,662",$0
Apr/22,Denpasar,Denpasar,Apartment,Individual ,3,1,28.6%,"Rp2,772,783",$191,"Rp5,545,566",$383,$0
May/22,Denpasar,Denpasar,Apartment,Individual ,3,1,100.0%,"Rp350,712",$24,"Rp1,402,848",$96,$0
Jun/22,Denpasar,Denpasar,Apartment,Individual ,3,4,94.7%,"Rp2,395,194",$161,"Rp10,778,371",$724,$0
Jul/22,Denpasar,Denpasar,Apartment,Individual ,3,4,63.9%,"Rp2,864,303",$193,"Rp44,396,694","$2,994",$0
Aug/22,Denpasar,Denpasar,Apartment,Individual ,3,5,57.4%,"Rp1,468,112",$99,"Rp15,170,538","$1,022",$0
Sep/22,Denpasar,Denpasar,Apartment,Individual ,3,4,38.3%,"Rp1,550,802",$102,"Rp15,895,723","$1,044",$0
Oct/22,Denpasar,Denpasar,Apartment,Individual ,3,5,53.5%,"Rp1,141,278",$73,"Rp8,673,715",$556,$0
Nov/22,Denpasar,Denpasar,Apartment,Individual ,3,4,46.7%,"Rp853,412",$54,"Rp5,973,934",$380,$0
Dec/22,Denpasar,Denpasar,Apartment,Individual ,3,3,91.1%,"Rp1,690,318",$109,"Rp40,567,635","$2,606",$0
Jan/23,Denpasar,Denpasar,Apartment,Individual ,3,3,85.7%,"Rp1,653,244",$110,"Rp36,371,317","$2,427",$0
Feb/23,Denpasar,Denpasar,Apartment,Individual ,3,4,89.3%,"Rp1,041,769",$68,"Rp21,616,711","$1,418",$0
Mar/23,Denpasar,Denpasar,Apartment,Individual ,3,3,69.5%,"Rp1,544,645",$103,"Rp21,110,144","$1,408",$0
Apr/23,Denpasar,Denpasar,Apartment,Individual ,3,4,69.7%,"Rp1,483,833",$101,"Rp19,660,792","$1,341",$0
May/23,Denpasar,Denpasar,Apartment,Individual ,3,5,59.8%,"Rp2,082,018",$139,"Rp25,400,618","$1,695",$0
Jun/23,Denpasar,Denpasar,Apartment,Individual ,3,5,54.1%,"Rp1,515,024",$101,"Rp13,938,221",$930,$0
Jul/23,Denpasar,Denpasar,Apartment,Individual ,3,5,67.6%,"Rp1,884,867",$125,"Rp36,943,387","$2,451",$0
Aug/23,Denpasar,Denpasar,Apartment,Individual ,3,5,53.5%,"Rp3,482,070",$229,"Rp43,177,674","$2,836",$0
Sep/23,Denpasar,Denpasar,Apartment,Individual ,3,4,53.6%,"Rp3,637,881",$235,"Rp18,189,457","$1,177",$0
Oct/23,Denpasar,Denpasar,Apartment,Individual ,3,3,43.4%,"Rp2,207,976",$139,"Rp36,431,609","$2,294",$0
Nov/23,Denpasar,Denpasar,Apartment,Individual ,3,3,31.0%,"Rp2,682,443",$173,"Rp17,435,877","$1,125",$0
Dec/23,Denpasar,Denpasar,Apartment,Individual ,3,7,77.3%,"Rp2,674,007",$174,"Rp19,482,029","$1,265",$0
Jan/24,Denpasar,Denpasar,Apartment,Individual ,3,7,24.0%,"Rp2,087,902",$132,"Rp12,527,410",$794,$0
Feb/24,Denpasar,Denpasar,Apartment,Individual ,3,4,63.8%,"Rp2,608,059",$166,"Rp38,251,586","$2,435",$0
Mar/24,Denpasar,Denpasar,Apartment,Individual ,3,4,52.7%,"Rp2,701,646",$170,"Rp26,341,051","$1,662",$0
Apr/24,Denpasar,Denpasar,Apartment,Individual ,3,4,55.2%,"Rp3,423,121",$211,"Rp54,769,985","$3,369",$0
May/24,Denpasar,Denpasar,Apartment,Individual ,3,3,37.5%,"Rp3,051,525",$188,"Rp21,360,728","$1,315",$0
Jun/24,Denpasar,Denpasar,Apartment,Individual ,3,2,26.8%,"Rp4,165,089",$254,"Rp22,907,992","$1,399",$0
Jul/24,Denpasar,Denpasar,Apartment,Individual ,3,4,72.6%,"Rp3,353,612",$206,"Rp44,435,356","$2,734",$0
Aug/24,Denpasar,Denpasar,Apartment,Individual ,3,6,59.9%,"Rp2,909,655",$188,"Rp41,220,054","$2,668",$0
Sep/24,Denpasar,Denpasar,Apartment,Individual ,3,6,21.6%,"Rp3,160,717",$209,"Rp22,915,200","$1,514",$0
Oct/21,Other,Candidasa,Villa,Professional,2,,19.4%,"Rp3,996,648",$282,"Rp23,979,887","$1,693",$0
Nov/21,Other,Candidasa,Villa,Professional,2,,38.5%,"Rp3,532,177",$247,"Rp17,660,885","$1,233",$0
Mar/22,Other,Candidasa,Villa,Professional,2,,12.9%,"Rp5,793,667",$403,"Rp23,174,667","$1,613",$0
Sep/22,Other,Candidasa,Villa,Professional,2,,62.6%,"Rp4,801,073",$315,"Rp24,805,546","$1,629",$0
Feb/23,Other,Candidasa,Villa,Professional,2,,20.4%,"Rp2,316,830",$152,"Rp12,742,563",$836,$0
Mar/23,Other,Candidasa,Villa,Professional,2,,29.9%,"Rp2,569,927",$171,"Rp18,417,865","$1,229",$0
Nov/23,Other,Candidasa,Villa,Professional,2,,28.9%,"Rp2,284,101",$147,"Rp11,628,108",$750,$0
Feb/24,Other,Candidasa,Villa,Professional,2,16,26.9%,"Rp3,001,357",$191,"Rp26,111,807","$1,662",$0
Nov/24,Other,Candidasa,Villa,Professional,2,27,28.9%,"Rp2,284,101",$144,"Rp11,628,108",$734,$0
Oct/25,Other,Amed,Villa,Individual ,1,97,60.7%,"Rp843,316",$51,"Rp15,529,540",$934,$0
Nov/25,Other,Amed,Villa,Individual ,1,98,50.9%,"Rp811,774",$49,"Rp12,790,362",$768,$0
Dec/25,Other,Amed,Villa,Individual ,1,89,53.2%,"Rp755,690",$45,"Rp11,648,617",$699,$0
Jul/25,South Badung,Bukit,Guest House,Individual ,6,11,0.0%,"Rp865,408",$53,"Rp5,192,430",$319,$0
Aug/25,South Badung,Bukit,Guest House,Individual ,6,10,0.0%,"Rp791,864",$48,"Rp6,158,922",$373,$0
Sep/25,South Badung,Bukit,Guest House,Individual ,6,9,0.0%,"Rp962,644",$58,"Rp6,417,628",$385,$0
Sep/22,Other,Kintamani,Villa,Individual ,4,,20.0%,"Rp239,090",$16,"Rp239,090",$16,$16
Mar/22,Other,Kintamani,Guest House,Individual ,3,,33.3%,"Rp228,886",$16,"Rp228,886",$16,$16
Mar/22,Central Badung,Kuta,Apartment,Individual ,1,4,1.0%,"Rp357,634",$25,"Rp357,634",$25,$25
Nov/22,Non Bali,Lombok,Guest House,Individual ,6,,5.1%,"Rp203,229",$13,"Rp406,458",$26,$26
Jul/23,Non Bali,Lombok,Guest House,Individual ,6,,15.4%,"Rp199,131",$13,"Rp398,262",$26,$26
Jan/22,Other,Candidasa,Villa,Professional,1,,3.9%,"Rp400,807",$28,"Rp400,807",$28,$28
Nov/21,Other,Kintamani,Guest House,Individual ,4,,3.6%,"Rp226,967",$16,"Rp453,934",$32,$32
May/22,Other,Kintamani,Villa,Individual ,4,,50.0%,"Rp482,229",$33,"Rp482,229",$33,$33
Sep/22,Other,Candidasa,Villa,Professional,1,,7.1%,"Rp508,065",$33,"Rp508,065",$33,$33
Dec/21,Central Badung,Kuta,Apartment,Individual ,1,4,1.8%,"Rp558,340",$39,"Rp558,340",$39,$39
Nov/21,Denpasar,Denpasar,Apartment,Professional,1,2,3.5%,"Rp567,418",$40,"Rp567,418",$40,$40
Nov/21,Denpasar,Sanur,Apartment,Professional,1,2,3.5%,"Rp567,418",$40,"Rp567,418",$40,$40
Nov/24,Other,Munduk,Villa,Individual ,1,80,7.3%,"Rp217,270",$14,"Rp651,809",$41,$41
Nov/23,Other,Munduk,Villa,Individual ,1,3,7.3%,"Rp217,270",$14,"Rp651,809",$42,$42
Feb/22,Other,Kintamani,Guest House,Individual ,3,,14.3%,"Rp228,247",$16,"Rp684,742",$48,$48
Nov/21,Other,Kintamani,Guest House,Individual ,3,,20.0%,"Rp236,424",$17,"Rp709,273",$50,$50
Mar/22,Central Badung,Legian,Apartment,Professional,1,1,100.0%,"Rp772,489",$54,"Rp772,489",$54,$54
Mar/23,Non Bali,Lombok,Guest House,Individual ,4,,4.0%,"Rp218,043",$15,"Rp436,085",$29,$58
Mar/22,Central Badung,Legian,Apartment,Individual ,3,2,6.9%,"Rp429,161",$30,"Rp858,321",$60,$60
Feb/22,Other,Nusa Penida,Guest House,Individual ,6,,20.0%,"Rp470,760",$33,"Rp941,520",$66,$66
May/22,Central Badung,Kuta,Villa,Professional,4,1,3.6%,"Rp979,071",$67,"Rp979,071",$67,$67
Mar/22,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp486,382",$34,"Rp972,764",$68,$68
Jan/22,Tabanan,Tabanan,Apartment,Individual ,1,1,4.2%,"Rp1,016,333",$71,"Rp1,016,333",$71,$71
Oct/21,Tabanan,Tabanan,Apartment,Individual ,1,1,3.3%,"Rp1,026,705",$72,"Rp1,026,705",$72,$72
Jan/24,Non Bali,Lombok,Guest House,Individual ,6,,13.3%,"Rp203,827",$13,"Rp1,222,962",$78,$78
Dec/21,Central Badung,Legian,Apartment,Individual ,3,2,12.5%,"Rp372,226",$26,"Rp1,116,679",$78,$78
Feb/22,Other,Candidasa,Apartment,Individual ,2,,2.6%,"Rp1,169,767",$81,"Rp1,169,767",$81,$81
Dec/21,Other,Candidasa,Apartment,Individual ,2,,3.6%,"Rp1,173,945",$82,"Rp1,173,945",$82,$82
Jan/22,Central Badung,Legian,Apartment,Individual ,3,1,100.0%,"Rp410,350",$29,"Rp1,231,051",$86,$86
Feb/22,Central Badung,Legian,Apartment,Individual ,3,2,3.6%,"Rp1,255,360",$87,"Rp1,255,360",$87,$87
Jan/24,Other,Kintamani,Villa,Individual ,4,4,1.2%,"Rp1,431,704",$91,"Rp1,431,704",$91,$91
Oct/21,Other,Kintamani,Villa,Individual ,4,,50.0%,"Rp646,965",$46,"Rp646,965",$46,$91
May/22,Denpasar,Sanur,Apartment,Individual ,3,1,100.0%,"Rp350,712",$24,"Rp1,402,848",$96,$96
Oct/21,Central Badung,Kuta,Villa,Professional,3,1,3.6%,"Rp1,392,381",$98,"Rp1,392,381",$98,$98
Jan/22,Other,Candidasa,Apartment,Individual ,1,,2.0%,"Rp1,460,084",$102,"Rp1,460,084",$102,$102
Oct/21,Non Bali,Lombok,Guest House,Professional,1,,37.5%,"Rp241,153",$17,"Rp1,446,916",$102,$102
Dec/21,South Badung,Bukit,Apartment,Professional,2,2,15.8%,"Rp486,758",$34,"Rp1,460,273",$102,$102
Dec/21,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp486,758",$34,"Rp1,460,273",$102,$102
Oct/23,Other,Kintamani,Villa,Professional,1,,3.6%,"Rp1,646,715",$104,"Rp1,646,715",$104,$104
Oct/21,Other,Munduk,Villa,Individual ,1,1,23.3%,"Rp210,967",$15,"Rp1,476,767",$104,$104
Oct/24,Other,Kintamani,Villa,Professional,1,92,3.6%,"Rp1,646,715",$105,"Rp1,646,715",$105,$105
Jul/22,Other,Kintamani,Villa,Professional,1,,2.9%,"Rp809,803",$55,"Rp809,803",$55,$109
Oct/21,Other,Nusa Lembongan,Guest House,Professional,3,,1.3%,"Rp1,589,283",$112,"Rp1,589,283",$112,$112
Feb/22,Other,Candidasa,Apartment,Individual ,1,,3.7%,"Rp1,626,261",$113,"Rp1,626,261",$113,$113
Oct/21,Denpasar,Sanur,Villa,Professional,1,3,2.1%,"Rp1,631,476",$115,"Rp1,631,476",$115,$115
Jun/22,Non Bali,Lombok,Guest House,Individual ,6,,100.0%,"Rp164,960",$11,"Rp1,154,719",$78,$116
Dec/21,Central Badung,Legian,Apartment,Professional,2,1,5.9%,"Rp1,732,284",$122,"Rp1,732,284",$122,$122
Feb/23,Other,Nusa Lembongan,Guest House,Professional,3,,4.7%,"Rp316,979",$21,"Rp950,938",$62,$125
Feb/22,Other,Amed,Villa,Individual ,4,,23.6%,"Rp941,520",$66,"Rp1,883,039",$131,$131
Feb/24,Non Bali,Lombok,Guest House,Professional,1,,4.2%,"Rp416,200",$26,"Rp693,614",$44,$132
Dec/23,Mengwi,Mengwi,Apartment,Individual ,2,1,33.3%,"Rp1,024,904",$67,"Rp2,049,808",$133,$133
Nov/21,South Badung,Jimbaran,Apartment,Individual ,2,1,16.7%,"Rp383,007",$27,"Rp1,915,036",$134,$134
Apr/22,Other,Kintamani,Villa,Individual ,4,,33.3%,"Rp976,939",$67,"Rp1,953,878",$135,$135
Dec/22,Other,Candidasa,Villa,Professional,1,,100.0%,"Rp531,522",$34,"Rp2,126,088",$137,$137
Feb/22,Other,Nusa Lembongan,Villa,Individual ,6,,3.6%,"Rp1,968,632",$137,"Rp1,968,632",$137,$137
Jul/22,Other,Candidasa,Villa,Professional,1,,28.6%,"Rp509,876",$34,"Rp2,039,504",$138,$138
Dec/23,Gianyar,Ubud,Apartment,Professional,1,1,71.4%,"Rp434,808",$28,"Rp2,174,039",$141,$141
Jul/22,Central Badung,Legian,Apartment,Individual ,3,2,3.6%,"Rp2,219,460",$150,"Rp2,219,460",$150,$150
Jul/22,Other,Nusa Penida,Apartment,Individual ,1,,50.0%,"Rp554,865",$37,"Rp554,865",$37,$150
Feb/22,South Badung,Bukit,Guest House,Individual ,4,,13.9%,"Rp195,826",$14,"Rp717,980",$50,$150
Oct/21,Central Badung,Legian,Apartment,Individual ,3,2,8.2%,"Rp541,481",$38,"Rp1,082,963",$76,$153
Apr/23,Non Bali,Lombok,Guest House,Individual ,5,,4.6%,"Rp2,501,285",$171,"Rp2,501,285",$171,$171
Dec/21,Other,Munduk,Villa,Individual ,2,1,100.0%,"Rp2,448,104",$172,"Rp2,448,104",$172,$172
Jun/22,Non Bali,Lombok,Villa,Professional,1,,100.0%,"Rp2,575,038",$173,"Rp2,575,038",$173,$173
Nov/21,Central Badung,Legian,Apartment,Individual ,3,1,6.9%,"Rp1,248,320",$87,"Rp2,496,639",$174,$174
Dec/21,Other,Candidasa,Apartment,Individual ,1,,28.6%,"Rp1,245,527",$87,"Rp2,491,054",$175,$175
Mar/22,Non Bali,Lombok,Guest House,Individual ,2,,1.0%,"Rp2,600,382",$181,"Rp2,600,382",$181,$181
Feb/22,North Badung,Canggu,Apartment,Professional,2,3,3.2%,"Rp1,312,421",$91,"Rp2,624,843",$183,$183
Jan/22,Other,Candidasa,Apartment,Individual ,2,,6.9%,"Rp1,324,096",$92,"Rp1,324,096",$92,$184
Dec/21,North Badung,Canggu,Apartment,Professional,2,3,7.4%,"Rp1,317,109",$92,"Rp1,317,109",$92,$185
Jul/23,Other,Kintamani,Villa,Professional,1,,2.3%,"Rp945,189",$63,"Rp945,189",$63,$188
Feb/22,South Badung,Jimbaran,Apartment,Professional,1,2,25.0%,"Rp302,745",$21,"Rp2,724,701",$190,$190
Aug/22,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp564,460",$38,"Rp2,822,302",$190,$190
Nov/21,Central Badung,Kuta,Villa,Professional,6,1,3.9%,"Rp2,737,792",$191,"Rp2,737,792",$191,$191
Feb/22,Gianyar,Ubud,Guest House,Individual ,4,,3.6%,"Rp691,874",$48,"Rp691,874",$48,$193
Oct/21,Non Bali,Lombok,Guest House,Individual ,4,,23.1%,"Rp964,611",$68,"Rp2,893,832",$204,$204
Apr/22,South Badung,Bukit,Guest House,Individual ,5,,20.0%,"Rp495,653",$34,"Rp991,306",$68,$205
Jun/22,South Badung,Bukit,Guest House,Individual ,5,,4.1%,"Rp612,123",$41,"Rp1,020,156",$68,$205
Oct/21,South Badung,Bukit,Guest House,Individual ,5,,6.3%,"Rp1,476,767",$104,"Rp1,476,767",$104,$209
Sep/23,Other,Kintamani,Villa,Professional,1,,5.4%,"Rp1,613,535",$104,"Rp3,227,070",$209,$209
Jan/22,Central Badung,Kuta,Apartment,Individual ,1,3,7.3%,"Rp765,828",$53,"Rp1,531,657",$107,$213
Dec/21,Tabanan,Tabanan,Apartment,Individual ,1,1,13.0%,"Rp1,016,464",$71,"Rp3,049,393",$214,$214
Oct/21,Other,Kintamani,Villa,Individual ,2,,8.7%,"Rp766,513",$54,"Rp1,533,025",$108,$216
Feb/22,Other,Nusa Lembongan,Guest House,Professional,3,,50.0%,"Rp1,041,378",$72,"Rp3,124,134",$217,$217
Oct/21,Denpasar,Denpasar,Apartment,Professional,1,2,19.1%,"Rp390,288",$28,"Rp3,122,308",$220,$220
Oct/21,Denpasar,Sanur,Apartment,Professional,1,2,19.1%,"Rp390,288",$28,"Rp3,122,308",$220,$220
Feb/23,Other,Nusa Lembongan,Guest House,Professional,6,,6.6%,"Rp973,760",$64,"Rp1,947,520",$128,$222
Nov/21,Other,Amed,Villa,Individual ,4,,10.6%,"Rp1,588,770",$111,"Rp3,177,541",$222,$222
Feb/22,Other,Kintamani,Guest House,Individual ,2,,10.9%,"Rp462,608",$32,"Rp1,079,467",$75,$225
Nov/21,Gianyar,Ubud,Apartment,Individual ,2,3,5.1%,"Rp1,652,605",$115,"Rp1,652,605",$115,$231
Mar/22,Central Badung,Legian,Apartment,Professional,2,2,3.5%,"Rp1,659,421",$115,"Rp1,659,421",$115,$231
Feb/22,Central Badung,Kuta,Apartment,Individual ,1,5,25.0%,"Rp303,465",$21,"Rp834,529",$58,$232
Feb/22,Other,Nusa Penida,Guest House,Individual ,5,,2.5%,"Rp1,690,456",$118,"Rp1,690,456",$118,$235
Oct/21,Non Bali,Lombok,Apartment,Individual ,1,,8.6%,"Rp669,468",$47,"Rp1,673,670",$118,$236
Feb/22,Other,Nusa Lembongan,Guest House,Professional,5,,3.9%,"Rp1,704,721",$119,"Rp1,704,721",$119,$237
Nov/21,Other,Kintamani,Guest House,Individual ,2,,16.7%,"Rp427,337",$30,"Rp1,709,347",$119,$239
Oct/21,Gianyar,Ubud,Apartment,Individual ,3,1,12.5%,"Rp1,701,798",$120,"Rp3,403,597",$240,$240
Oct/21,Other,Candidasa,Apartment,Individual ,2,,7.5%,"Rp1,134,532",$80,"Rp1,701,798",$120,$240
Mar/22,Gianyar,Ubud,Apartment,Individual ,3,2,6.1%,"Rp1,730,947",$120,"Rp3,461,895",$241,$241
Mar/22,Non Bali,Lombok,Guest House,Individual ,3,,1.4%,"Rp1,745,560",$121,"Rp1,745,560",$121,$243
Dec/21,Gianyar,Ubud,Apartment,Individual ,3,1,33.3%,"Rp1,732,284",$122,"Rp3,464,569",$243,$243
Jul/24,Other,Kintamani,Villa,Professional,1,3,14.0%,"Rp494,176",$30,"Rp3,953,410",$243,$243
Nov/23,Non Bali,Lombok,Guest House,Individual ,6,,10.5%,"Rp2,391,443",$154,"Rp2,391,443",$154,$244
Feb/25,South Badung,Jimbaran,Guest House,Individual ,3,8,7.8%,"Rp451,238",$27,"Rp1,353,768",$82,$245
Feb/22,Central Badung,Legian,Apartment,Professional,2,3,7.1%,"Rp1,776,049",$124,"Rp3,552,097",$247,$247
Nov/21,Gianyar,Ubud,Guest House,Individual ,6,,5.4%,"Rp1,196,306",$84,"Rp1,794,459",$125,$251
Oct/21,Denpasar,Sanur,Apartment,Individual ,2,4,2.5%,"Rp1,793,217",$127,"Rp1,793,217",$127,$253
Apr/22,Central Badung,Legian,Apartment,Individual ,3,1,10.7%,"Rp1,249,907",$86,"Rp3,749,722",$259,$259
Feb/22,Central Badung,Kuta,Apartment,Individual ,2,3,6.7%,"Rp930,821",$65,"Rp1,861,641",$130,$259
Dec/21,Other,Candidasa,Villa,Professional,2,,3.6%,"Rp3,564,784",$250,"Rp3,564,784",$250,$268
Oct/23,Other,Kintamani,Villa,Individual ,4,,6.4%,"Rp1,066,444",$67,"Rp4,265,776",$269,$269
Feb/22,Non Bali,Lombok,Guest House,Professional,1,,28.6%,"Rp486,382",$34,"Rp1,945,528",$135,$271
Feb/22,Other,Nusa Penida,Guest House,Individual ,3,,3.1%,"Rp973,617",$68,"Rp1,298,156",$90,$271
Oct/24,Other,Kintamani,Villa,Individual ,4,13,6.4%,"Rp1,066,444",$68,"Rp4,265,776",$272,$272
Apr/23,Non Bali,Lombok,Apartment,Individual ,2,,75.0%,"Rp1,355,067",$92,"Rp4,065,201",$277,$277
Sep/22,Other,Kintamani,Villa,Professional,1,,8.8%,"Rp851,757",$56,"Rp2,129,392",$140,$280
Oct/21,Other,Kintamani,Guest House,Individual ,2,,14.7%,"Rp396,617",$28,"Rp1,322,058",$93,$280
Nov/23,Central Badung,Kuta,Villa,Professional,4,4,5.6%,"Rp869,078",$56,"Rp4,345,390",$280,$280
Jan/22,Other,Kintamani,Guest House,Individual ,3,,9.0%,"Rp406,533",$28,"Rp1,355,158",$94,$283
Mar/22,South Badung,Bukit,Guest House,Individual ,5,,40.0%,"Rp414,855",$29,"Rp4,148,552",$289,$289
Feb/24,Other,Nusa Lembongan,Guest House,Professional,3,5,12.7%,"Rp505,212",$32,"Rp1,515,689",$96,$289
Nov/22,Other,Kintamani,Villa,Individual ,4,,5.7%,"Rp2,296,649",$146,"Rp4,593,298",$292,$292
Oct/21,South Badung,Jimbaran,Apartment,Individual ,2,1,91.7%,"Rp379,740",$27,"Rp4,177,142",$295,$295
Nov/24,Other,Nusa Lembongan,Guest House,Professional,6,41,3.1%,"Rp1,572,617",$99,"Rp2,358,926",$149,$298
Nov/23,Other,Nusa Lembongan,Guest House,Professional,6,,3.1%,"Rp1,572,617",$101,"Rp2,358,926",$152,$304
Jan/22,Other,Nusa Penida,Guest House,Individual ,6,,2.0%,"Rp1,460,084",$102,"Rp2,190,126",$152,$305
Feb/22,Other,Kintamani,Guest House,Individual ,4,,7.1%,"Rp2,211,145",$154,"Rp4,422,290",$308,$308
Jan/23,Central Badung,Kuta,Villa,Professional,4,1,55.6%,"Rp931,075",$62,"Rp4,655,374",$311,$311
Apr/22,Central Badung,Legian,Apartment,Professional,2,2,60.0%,"Rp1,508,509",$104,"Rp4,525,526",$312,$312
Feb/23,Non Bali,Lombok,Guest House,Individual ,6,,18.2%,"Rp201,344",$13,"Rp402,688",$26,$318
Mar/22,Central Badung,Kuta,Apartment,Individual ,2,2,15.8%,"Rp514,993",$36,"Rp4,634,933",$323,$323
Oct/21,Central Badung,Legian,Apartment,Individual ,2,5,3.5%,"Rp1,142,737",$81,"Rp1,142,737",$81,$323
Feb/22,Non Bali,Lombok,Apartment,Individual ,2,,17.9%,"Rp927,254",$65,"Rp4,636,271",$323,$323
Oct/21,Other,Nusa Penida,Guest House,Individual ,6,,6.8%,"Rp1,528,337",$108,"Rp2,292,505",$162,$324
Nov/23,Non Bali,Lombok,Villa,Professional,5,,3.2%,"Rp5,059,276",$326,"Rp5,059,276",$326,$326
Jan/22,Central Badung,Legian,Apartment,Professional,2,3,25.0%,"Rp1,608,001",$112,"Rp2,412,002",$168,$335
Feb/22,Other,Nusa Lembongan,Guest House,Professional,2,,8.1%,"Rp717,348",$50,"Rp1,255,360",$87,$350
Oct/21,Other,Nusa Lembongan,Guest House,Professional,4,,3.2%,"Rp2,482,375",$175,"Rp2,482,375",$175,$350
Mar/22,Mengwi,Mengwi,Apartment,Individual ,2,2,10.0%,"Rp1,692,800",$118,"Rp2,539,200",$177,$353
Feb/22,Non Bali,Lombok,Villa,Professional,5,,7.4%,"Rp2,539,250",$177,"Rp5,078,500",$354,$354
Jan/22,Mengwi,Mengwi,Villa,Professional,2,3,6.1%,"Rp1,291,888",$90,"Rp2,583,776",$180,$359
Dec/21,Non Bali,Lombok,Villa,Professional,5,,7.4%,"Rp2,562,636",$180,"Rp5,125,271",$360,$360
Mar/22,Other,Candidasa,Apartment,Individual ,2,,12.9%,"Rp1,301,787",$91,"Rp5,207,147",$362,$362
Jan/24,Mengwi,Mengwi,Apartment,Individual ,2,3,13.5%,"Rp822,563",$52,"Rp1,919,261",$122,$365
Sep/23,Other,Munduk,Villa,Individual ,1,3,38.8%,"Rp216,911",$14,"Rp2,819,845",$183,$365
Mar/24,Other,Lovina,Apartment,Individual ,1,4,16.9%,"Rp445,326",$28,"Rp1,929,695",$122,$365
Mar/24,Gianyar,Ubud,Apartment,Professional,1,2,4.8%,"Rp2,910,268",$184,"Rp2,910,268",$184,$367
Oct/21,Central Badung,Kuta,Apartment,Individual ,2,2,7.0%,"Rp1,307,994",$92,"Rp5,231,975",$369,$369
Oct/22,Central Badung,Kuta,Apartment,Individual ,3,1,100.0%,"Rp1,157,321",$74,"Rp5,786,603",$371,$371
Mar/23,Non Bali,Lombok,Apartment,Individual ,2,,23.5%,"Rp1,413,280",$94,"Rp5,653,120",$377,$377
Apr/22,Central Badung,Legian,Apartment,Professional,1,2,18.0%,"Rp781,962",$54,"Rp2,736,866",$189,$378
Feb/22,Other,Nusa Penida,Guest House,Individual ,4,,6.8%,"Rp607,074",$42,"Rp2,731,834",$190,$380
Apr/22,Denpasar,Sanur,Apartment,Individual ,3,1,28.6%,"Rp2,772,783",$191,"Rp5,545,566",$383,$383
Nov/21,Gianyar,Ubud,Guest House,Individual ,4,,6.3%,"Rp686,221",$48,"Rp1,372,442",$96,$383
Dec/22,Non Bali,Lombok,Guest House,Individual ,5,,4.6%,"Rp2,985,183",$192,"Rp5,970,366",$384,$384
Oct/21,Other,Candidasa,Villa,Individual ,1,,13.6%,"Rp680,368",$48,"Rp2,721,471",$192,$384
Jun/22,Central Badung,Legian,Apartment,Individual ,3,2,14.3%,"Rp819,808",$55,"Rp2,869,328",$193,$385
Aug/22,Other,Kintamani,Villa,Professional,1,,9.5%,"Rp831,703",$56,"Rp1,940,591",$131,$392
Apr/22,Other,Candidasa,Apartment,Individual ,2,,12.9%,"Rp1,422,308",$98,"Rp2,844,617",$196,$392
Jul/22,Other,Nusa Lembongan,Guest House,Professional,6,,17.7%,"Rp412,400",$28,"Rp412,400",$28,$400
Feb/23,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp684,675",$45,"Rp6,162,075",$404,$404
Nov/21,Central Badung,Kuta,Apartment,Individual ,1,4,30.8%,"Rp185,297",$13,"Rp1,976,459",$138,$414
Feb/24,Other,Nusa Penida,Guest House,Individual ,5,8,5.5%,"Rp1,313,900",$84,"Rp3,284,751",$209,$418
Dec/21,Central Badung,Legian,Apartment,Professional,1,2,30.8%,"Rp748,032",$52,"Rp2,992,128",$210,$420
Apr/22,Non Bali,Lombok,Guest House,Professional,1,,48.4%,"Rp409,164",$28,"Rp6,137,460",$423,$423
Jun/22,Other,Kintamani,Villa,Professional,1,,8.9%,"Rp789,065",$53,"Rp2,104,174",$141,$424
Oct/21,Non Bali,Lombok,Guest House,Individual ,6,,53.6%,"Rp156,040",$11,"Rp156,040",$11,$430
Nov/24,Other,Nusa Penida,Guest House,Individual ,6,37,4.3%,"Rp1,396,733",$88,"Rp2,327,888",$147,$441
