ID,DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE_USD,MONTHLY_USD,TOTAL_USD
41977,Mar/25,Tabanan,Balian,Guest House,Professional,1,1,26%,$63.00,$980.00,$706.00
41978,May/25,Tabanan,Balian,Guest House,Professional,1,0,47%,$60.00,$721.00,$260.00
41979,Nov/25,Tabanan,Balian,Guest House,Professional,1,1,36%,$28.00,$323.00,$178.00
41980,Oct/25,Tabanan,Balian,Guest House,Professional,1,1,37%,$23.00,$256.00,$148.00
41981,Sep/25,Tabanan,Balian,Guest House,Professional,1,1,22%,$45.00,$275.00,$160.00
41982,Apr/25,Tabanan,Balian,Guest House,Professional,2,0,49%,$136.00,"$1,678.00",$638.00
41983,Jun/25,Tabanan,Balian,Guest House,Professional,2,0,48%,$187.00,"$1,654.00",$595.00
41984,May/25,Tabanan,Balian,Guest House,Professional,2,0,40%,$173.00,"$1,963.00",$805.00
41985,Apr/22,Tabanan,Balian,Villa,Individual,1,2,38%,$74.00,$612.00,"$1,090.00"
41986,Apr/23,Tabanan,Balian,Villa,Individual,1,4,53%,$85.00,"$1,193.00","$4,270.00"
41987,Apr/24,Tabanan,Balian,Villa,Individual,1,5,44%,$97.00,"$1,209.00","$5,926.00"
41988,Apr/25,Tabanan,Balian,Villa,Individual,1,7,39%,$81.00,"$1,009.00","$6,969.00"
41989,Aug/22,Tabanan,Balian,Villa,Individual,1,3,46%,$83.00,$884.00,"$2,590.00"
41990,Aug/23,Tabanan,Balian,Villa,Individual,1,3,59%,$109.00,"$1,793.00","$5,847.00"
41991,Aug/24,Tabanan,Balian,Villa,Individual,1,6,53%,$110.00,"$1,483.00","$9,360.00"
41992,Aug/25,Tabanan,Balian,Villa,Individual,1,7,50%,$101.00,"$1,353.00","$10,134.00"
41993,Dec/26,Tabanan,Balian,Villa,Individual,1,2,41%,$106.00,$987.00,"$1,491.00"
41994,Dec/22,Tabanan,Balian,Villa,Individual,1,4,46%,$108.00,"$1,105.00","$3,868.00"
41995,Dec/23,Tabanan,Balian,Villa,Individual,1,5,52%,$106.00,"$1,215.00","$5,516.00"
41996,Dec/24,Tabanan,Balian,Villa,Individual,1,7,50%,$93.00,$984.00,"$7,200.00"
41997,Dec/25,Tabanan,Balian,Villa,Individual,1,8,49%,$67.00,$857.00,"$7,054.00"
41998,Feb/22,Tabanan,Balian,Villa,Individual,1,1,30%,$55.00,$392.00,$395.00
41999,Feb/23,Tabanan,Balian,Villa,Individual,1,3,48%,$80.00,$954.00,"$2,613.00"
42000,Feb/24,Tabanan,Balian,Villa,Individual,1,4,54%,$89.00,"$1,150.00","$4,947.00"
42001,Feb/25,Tabanan,Balian,Villa,Individual,1,6,42%,$86.00,$879.00,"$5,502.00"
42002,Jan/22,Tabanan,Balian,Villa,Individual,1,2,26%,$55.00,$345.00,$546.00
42003,Jan/23,Tabanan,Balian,Villa,Individual,1,4,35%,$94.00,$951.00,"$3,355.00"
42004,Jan/24,Tabanan,Balian,Villa,Individual,1,5,42%,$102.00,"$1,247.00","$6,112.00"
42005,Jan/25,Tabanan,Balian,Villa,Individual,1,8,36%,$91.00,$997.00,"$7,723.00"
42006,Jul/22,Tabanan,Balian,Villa,Individual,1,3,47%,$76.00,$969.00,"$2,577.00"
42007,Jul/23,Tabanan,Balian,Villa,Individual,1,3,52%,$108.00,"$1,544.00","$5,296.00"
42008,Jul/24,Tabanan,Balian,Villa,Individual,1,6,50%,$103.00,"$1,366.00","$7,770.00"
42009,Jul/25,Tabanan,Balian,Villa,Individual,1,7,48%,$93.00,"$1,203.00","$8,659.00"
42010,Jun/22,Tabanan,Balian,Villa,Individual,1,2,45%,$81.00,$922.00,"$2,083.00"
42011,Jun/23,Tabanan,Balian,Villa,Individual,1,4,51%,$86.00,"$1,008.00","$3,680.00"
42012,Jun/24,Tabanan,Balian,Villa,Individual,1,5,47%,$98.00,"$1,201.00","$6,569.00"
42013,Jun/25,Tabanan,Balian,Villa,Individual,1,7,48%,$88.00,"$1,087.00","$7,434.00"
42014,Mar/22,Tabanan,Balian,Villa,Individual,1,1,29%,$71.00,$537.00,$735.00
42015,Mar/23,Tabanan,Balian,Villa,Individual,1,3,49%,$78.00,$912.00,"$3,111.00"
42016,Mar/24,Tabanan,Balian,Villa,Individual,1,5,49%,$92.00,"$1,179.00","$5,637.00"
42017,Mar/25,Tabanan,Balian,Villa,Individual,1,7,45%,$81.00,$843.00,"$5,768.00"
42018,May/22,Tabanan,Balian,Villa,Individual,1,2,44%,$66.00,$695.00,"$1,488.00"
42019,May/23,Tabanan,Balian,Villa,Individual,1,3,48%,$87.00,"$1,117.00","$3,775.00"
42020,May/24,Tabanan,Balian,Villa,Individual,1,5,51%,$95.00,"$1,249.00","$6,445.00"
42021,May/25,Tabanan,Balian,Villa,Individual,1,7,47%,$84.00,$992.00,"$6,476.00"
42022,Nov/26,Tabanan,Balian,Villa,Individual,1,1,30%,$61.00,$497.00,$621.00
42023,Nov/22,Tabanan,Balian,Villa,Individual,1,3,41%,$92.00,$925.00,"$2,756.00"
42024,Nov/23,Tabanan,Balian,Villa,Individual,1,4,45%,$92.00,"$1,109.00","$4,103.00"
42025,Nov/24,Tabanan,Balian,Villa,Individual,1,6,43%,$95.00,"$1,121.00","$7,076.00"
42026,Nov/25,Tabanan,Balian,Villa,Individual,1,8,46%,$65.00,$902.00,"$7,123.00"
42027,Oct/26,Tabanan,Balian,Villa,Individual,1,1,38%,$64.00,$582.00,$657.00
42028,Oct/22,Tabanan,Balian,Villa,Individual,1,3,43%,$79.00,$853.00,"$2,312.00"
42029,Oct/23,Tabanan,Balian,Villa,Individual,1,4,49%,$91.00,"$1,182.00","$4,481.00"
42030,Oct/24,Tabanan,Balian,Villa,Individual,1,6,49%,$93.00,"$1,250.00","$8,101.00"
42031,Oct/25,Tabanan,Balian,Villa,Individual,1,8,48%,$68.00,$995.00,"$7,813.00"
42032,Sep/22,Tabanan,Balian,Villa,Individual,1,3,43%,$84.00,"$1,058.00","$2,994.00"
42033,Sep/23,Tabanan,Balian,Villa,Individual,1,4,58%,$86.00,"$1,287.00","$4,787.00"
42034,Sep/24,Tabanan,Balian,Villa,Individual,1,6,53%,$103.00,"$1,465.00","$9,393.00"
42035,Sep/25,Tabanan,Balian,Villa,Individual,1,7,46%,$85.00,"$1,065.00","$7,846.00"
42036,Apr/22,Tabanan,Balian,Villa,Individual,2,2,61%,$125.00,"$1,756.00","$3,371.00"
42037,Apr/23,Tabanan,Balian,Villa,Individual,2,3,60%,$164.00,"$2,282.00","$6,137.00"
42038,Apr/24,Tabanan,Balian,Villa,Individual,2,4,53%,$157.00,"$1,983.00","$7,417.00"
42039,Apr/25,Tabanan,Balian,Villa,Individual,2,5,51%,$133.00,"$1,819.00","$8,948.00"
42040,Aug/22,Tabanan,Balian,Villa,Individual,2,3,56%,$148.00,"$2,017.00","$5,424.00"
42041,Aug/23,Tabanan,Balian,Villa,Individual,2,3,58%,$175.00,"$2,695.00","$8,461.00"
42042,Aug/24,Tabanan,Balian,Villa,Individual,2,5,57%,$166.00,"$2,332.00","$11,356.00"
42043,Aug/25,Tabanan,Balian,Villa,Individual,2,6,62%,$145.00,"$2,191.00","$12,882.00"
42044,Dec/26,Tabanan,Balian,Villa,Individual,2,2,64%,$127.00,"$1,771.00","$3,826.00"
42045,Dec/22,Tabanan,Balian,Villa,Individual,2,3,62%,$172.00,"$2,365.00","$6,575.00"
42046,Dec/23,Tabanan,Balian,Villa,Individual,2,4,57%,$171.00,"$1,937.00","$7,010.00"
42047,Dec/24,Tabanan,Balian,Villa,Individual,2,6,57%,$134.00,"$1,463.00","$8,221.00"
42048,Dec/25,Tabanan,Balian,Villa,Individual,2,7,55%,$100.00,"$1,341.00","$9,267.00"
42049,Feb/22,Tabanan,Balian,Villa,Individual,2,2,50%,$125.00,"$1,427.00","$2,568.00"
42050,Feb/23,Tabanan,Balian,Villa,Individual,2,2,58%,$161.00,"$2,193.00","$5,417.00"
42051,Feb/24,Tabanan,Balian,Villa,Individual,2,3,54%,$148.00,"$1,792.00","$5,717.00"
42052,Feb/25,Tabanan,Balian,Villa,Individual,2,4,43%,$117.00,"$1,247.00","$5,064.00"
42053,Jan/22,Tabanan,Balian,Villa,Individual,2,2,43%,$113.00,"$1,157.00","$2,615.00"
42054,Jan/23,Tabanan,Balian,Villa,Individual,2,3,53%,$177.00,"$2,334.00","$6,769.00"
42055,Jan/24,Tabanan,Balian,Villa,Individual,2,4,38%,$153.00,"$1,692.00","$6,377.00"
42056,Jan/25,Tabanan,Balian,Villa,Individual,2,6,42%,$143.00,"$1,572.00","$8,832.00"
42057,Jul/22,Tabanan,Balian,Villa,Individual,2,3,60%,$138.00,"$1,942.00","$5,126.00"
42058,Jul/23,Tabanan,Balian,Villa,Individual,2,3,60%,$176.00,"$2,510.00","$7,531.00"
42059,Jul/24,Tabanan,Balian,Villa,Individual,2,5,59%,$168.00,"$2,385.00","$11,043.00"
42060,Jul/25,Tabanan,Balian,Villa,Individual,2,6,59%,$138.00,"$2,134.00","$11,734.00"
42061,Jun/22,Tabanan,Balian,Villa,Individual,2,3,60%,$121.00,"$1,694.00","$4,592.00"
42062,Jun/23,Tabanan,Balian,Villa,Individual,2,3,57%,$164.00,"$2,064.00","$6,294.00"
42063,Jun/24,Tabanan,Balian,Villa,Individual,2,4,53%,$152.00,"$2,037.00","$8,452.00"
42064,Jun/25,Tabanan,Balian,Villa,Individual,2,5,53%,$130.00,"$1,716.00","$8,940.00"
42065,Mar/22,Tabanan,Balian,Villa,Individual,2,2,58%,$158.00,"$2,071.00","$3,832.00"
42066,Mar/23,Tabanan,Balian,Villa,Individual,2,3,58%,$164.00,"$2,321.00","$6,080.00"
42067,Mar/24,Tabanan,Balian,Villa,Individual,2,3,47%,$144.00,"$1,631.00","$5,674.00"
42068,Mar/25,Tabanan,Balian,Villa,Individual,2,5,51%,$127.00,"$1,469.00","$6,946.00"
42069,May/22,Tabanan,Balian,Villa,Individual,2,2,57%,$116.00,"$1,643.00","$3,909.00"
42070,May/23,Tabanan,Balian,Villa,Individual,2,3,49%,$159.00,"$2,123.00","$5,457.00"
42071,May/24,Tabanan,Balian,Villa,Individual,2,4,53%,$154.00,"$2,003.00","$7,311.00"
42072,May/25,Tabanan,Balian,Villa,Individual,2,5,48%,$128.00,"$1,571.00","$7,761.00"
42073,Nov/26,Tabanan,Balian,Villa,Individual,2,2,46%,$106.00,"$1,193.00","$2,577.00"
42074,Nov/22,Tabanan,Balian,Villa,Individual,2,2,52%,$140.00,"$1,764.00","$4,321.00"
42075,Nov/23,Tabanan,Balian,Villa,Individual,2,3,51%,$142.00,"$1,897.00","$5,596.00"
42076,Nov/24,Tabanan,Balian,Villa,Individual,2,4,49%,$132.00,"$1,380.00","$5,933.00"
42077,Nov/25,Tabanan,Balian,Villa,Individual,2,6,52%,$100.00,"$1,436.00","$9,105.00"
42078,Oct/26,Tabanan,Balian,Villa,Individual,2,2,42%,$121.00,"$1,155.00","$2,379.00"
42079,Oct/22,Tabanan,Balian,Villa,Individual,2,3,60%,$147.00,"$2,033.00","$5,165.00"
42080,Oct/23,Tabanan,Balian,Villa,Individual,2,3,50%,$143.00,"$1,911.00","$6,058.00"
42081,Oct/24,Tabanan,Balian,Villa,Individual,2,4,51%,$140.00,"$1,819.00","$7,857.00"
42082,Oct/25,Tabanan,Balian,Villa,Individual,2,7,53%,$113.00,"$1,686.00","$10,957.00"
42083,Sep/22,Tabanan,Balian,Villa,Individual,2,3,54%,$137.00,"$1,884.00","$4,784.00"
42084,Sep/23,Tabanan,Balian,Villa,Individual,2,3,56%,$141.00,"$1,979.00","$6,610.00"
42085,Sep/24,Tabanan,Balian,Villa,Individual,2,5,50%,$148.00,"$1,917.00","$9,526.00"
42086,Sep/25,Tabanan,Balian,Villa,Individual,2,6,45%,$120.00,"$1,422.00","$8,534.00"
42087,Apr/22,Tabanan,Balian,Villa,Individual,3,1,44%,$202.00,"$1,678.00","$1,493.00"
42088,Apr/23,Tabanan,Balian,Villa,Individual,3,1,53%,$234.00,"$2,742.00","$4,004.00"
42089,Apr/24,Tabanan,Balian,Villa,Individual,3,2,49%,$196.00,"$2,310.00","$4,203.00"
42090,Apr/25,Tabanan,Balian,Villa,Individual,3,3,47%,$191.00,"$2,249.00","$6,431.00"
42091,Aug/22,Tabanan,Balian,Villa,Individual,3,1,49%,$230.00,"$2,699.00","$3,293.00"
42092,Aug/23,Tabanan,Balian,Villa,Individual,3,2,60%,$203.00,"$3,249.00","$5,068.00"
42093,Aug/24,Tabanan,Balian,Villa,Individual,3,3,50%,$202.00,"$2,551.00","$7,169.00"
42094,Aug/25,Tabanan,Balian,Villa,Individual,3,4,52%,$190.00,"$2,648.00","$9,348.00"
42095,Dec/26,Tabanan,Balian,Villa,Individual,3,1,49%,$237.00,"$2,034.00","$2,157.00"
42096,Dec/22,Tabanan,Balian,Villa,Individual,3,1,61%,$212.00,"$2,422.00","$3,609.00"
42097,Dec/23,Tabanan,Balian,Villa,Individual,3,2,49%,$224.00,"$2,061.00","$4,905.00"
42098,Dec/24,Tabanan,Balian,Villa,Individual,3,3,52%,$187.00,"$1,833.00","$5,811.00"
42099,Dec/25,Tabanan,Balian,Villa,Individual,3,4,46%,$135.00,"$1,554.00","$5,782.00"
42100,Feb/22,Tabanan,Balian,Villa,Individual,3,1,35%,$202.00,"$1,572.00","$1,132.00"
42101,Feb/23,Tabanan,Balian,Villa,Individual,3,1,58%,$279.00,"$3,321.00","$3,753.00"
42102,Feb/24,Tabanan,Balian,Villa,Individual,3,2,37%,$209.00,"$1,828.00","$3,911.00"
42103,Feb/25,Tabanan,Balian,Villa,Individual,3,2,37%,$178.00,"$1,684.00","$4,126.00"
42104,Jan/22,Tabanan,Balian,Villa,Individual,3,1,31%,$250.00,"$1,788.00","$1,967.00"
42105,Jan/23,Tabanan,Balian,Villa,Individual,3,1,44%,$233.00,"$2,567.00","$3,697.00"
42106,Jan/24,Tabanan,Balian,Villa,Individual,3,3,32%,$204.00,"$1,952.00","$4,880.00"
42107,Jan/25,Tabanan,Balian,Villa,Individual,3,3,35%,$192.00,"$1,955.00","$6,060.00"
42108,Jul/22,Tabanan,Balian,Villa,Individual,3,1,63%,$223.00,"$3,279.00","$4,164.00"
42109,Jul/23,Tabanan,Balian,Villa,Individual,3,2,58%,$241.00,"$3,614.00","$5,566.00"
42110,Jul/24,Tabanan,Balian,Villa,Individual,3,3,55%,$222.00,"$3,029.00","$7,634.00"
42111,Jul/25,Tabanan,Balian,Villa,Individual,3,4,48%,$184.00,"$2,230.00","$8,185.00"
42112,Jun/22,Tabanan,Balian,Villa,Individual,3,1,48%,$175.00,"$2,095.00","$2,409.00"
42113,Jun/23,Tabanan,Balian,Villa,Individual,3,2,46%,$219.00,"$2,624.00","$4,409.00"
42114,Jun/24,Tabanan,Balian,Villa,Individual,3,2,46%,$187.00,"$1,994.00","$4,506.00"
42115,Jun/25,Tabanan,Balian,Villa,Individual,3,3,49%,$163.00,"$1,894.00","$6,041.00"
42116,Mar/22,Tabanan,Balian,Villa,Individual,3,1,32%,$127.00,"$1,088.00",$805.00
42117,Mar/23,Tabanan,Balian,Villa,Individual,3,1,51%,$285.00,"$3,305.00","$4,197.00"
42118,Mar/24,Tabanan,Balian,Villa,Individual,3,2,39%,$194.00,"$2,088.00","$4,009.00"
42119,Mar/25,Tabanan,Balian,Villa,Individual,3,2,40%,$167.00,"$1,763.00","$4,144.00"
42120,May/22,Tabanan,Balian,Villa,Individual,3,1,47%,$162.00,"$2,120.00","$2,501.00"
42121,May/23,Tabanan,Balian,Villa,Individual,3,2,49%,$202.00,"$2,494.00","$3,891.00"
42122,May/24,Tabanan,Balian,Villa,Individual,3,2,51%,$183.00,"$2,432.00","$4,717.00"
42123,May/25,Tabanan,Balian,Villa,Individual,3,3,44%,$179.00,"$2,063.00","$5,942.00"
42124,Nov/26,Tabanan,Balian,Villa,Individual,3,1,25%,$150.00,"$1,110.00",$877.00
42125,Nov/22,Tabanan,Balian,Villa,Individual,3,1,53%,$173.00,"$1,774.00","$1,951.00"
42126,Nov/23,Tabanan,Balian,Villa,Individual,3,2,37%,$215.00,"$1,953.00","$3,047.00"
42127,Nov/24,Tabanan,Balian,Villa,Individual,3,2,39%,$170.00,"$1,707.00","$4,062.00"
42128,Nov/25,Tabanan,Balian,Villa,Individual,3,3,44%,$121.00,"$1,518.00","$4,889.00"
42129,Oct/26,Tabanan,Balian,Villa,Individual,3,1,19%,$310.00,"$1,231.00",$911.00
42130,Oct/22,Tabanan,Balian,Villa,Individual,3,1,46%,$183.00,"$1,778.00","$2,098.00"
42131,Oct/23,Tabanan,Balian,Villa,Individual,3,1,51%,$209.00,"$2,807.00","$4,182.00"
42132,Oct/24,Tabanan,Balian,Villa,Individual,3,2,47%,$199.00,"$2,586.00","$6,259.00"
42133,Oct/25,Tabanan,Balian,Villa,Individual,3,3,49%,$146.00,"$2,109.00","$7,235.00"
42134,Sep/22,Tabanan,Balian,Villa,Individual,3,1,44%,$184.00,"$1,981.00","$2,476.00"
42135,Sep/23,Tabanan,Balian,Villa,Individual,3,2,52%,$192.00,"$2,739.00","$4,136.00"
42136,Sep/24,Tabanan,Balian,Villa,Individual,3,3,43%,$197.00,"$2,458.00","$6,785.00"
42137,Sep/25,Tabanan,Balian,Villa,Individual,3,3,37%,$179.00,"$1,769.00","$5,733.00"
42138,Apr/22,Tabanan,Balian,Villa,Individual,4,0,43%,$332.00,"$2,331.00","$1,119.00"
42139,Apr/23,Tabanan,Balian,Villa,Individual,4,1,55%,$484.00,"$6,851.00","$6,234.00"
42140,Apr/24,Tabanan,Balian,Villa,Individual,4,1,53%,$382.00,"$5,104.00","$5,257.00"
42141,Apr/25,Tabanan,Balian,Villa,Individual,4,1,50%,$298.00,"$3,701.00","$5,514.00"
42142,Aug/22,Tabanan,Balian,Villa,Individual,4,1,51%,$374.00,"$4,482.00","$4,393.00"
42143,Aug/23,Tabanan,Balian,Villa,Individual,4,1,62%,$480.00,"$7,947.00","$8,583.00"
42144,Aug/24,Tabanan,Balian,Villa,Individual,4,1,58%,$421.00,"$6,354.00","$8,515.00"
42145,Aug/25,Tabanan,Balian,Villa,Individual,4,2,50%,$310.00,"$4,056.00","$8,558.00"
42146,Dec/26,Tabanan,Balian,Villa,Individual,4,1,32%,$512.00,"$2,522.00","$1,640.00"
42147,Dec/22,Tabanan,Balian,Villa,Individual,4,1,50%,$509.00,"$5,020.00","$4,719.00"
42148,Dec/23,Tabanan,Balian,Villa,Individual,4,1,52%,$451.00,"$4,935.00","$6,267.00"
42149,Dec/24,Tabanan,Balian,Villa,Individual,4,1,58%,$394.00,"$4,592.00","$6,154.00"
42150,Dec/25,Tabanan,Balian,Villa,Individual,4,2,47%,$241.00,"$2,707.00","$5,333.00"
42151,Feb/22,Tabanan,Balian,Villa,Individual,4,0,23%,$437.00,"$2,292.00","$1,054.00"
42152,Feb/23,Tabanan,Balian,Villa,Individual,4,1,37%,$431.00,"$3,927.00","$3,573.00"
42153,Feb/24,Tabanan,Balian,Villa,Individual,4,1,52%,$399.00,"$4,962.00","$6,450.00"
42154,Feb/25,Tabanan,Balian,Villa,Individual,4,1,43%,$314.00,"$3,388.00","$3,727.00"
42155,Jan/22,Tabanan,Balian,Villa,Individual,4,1,28%,$380.00,"$2,917.00","$1,954.00"
42156,Jan/23,Tabanan,Balian,Villa,Individual,4,1,42%,$463.00,"$5,112.00","$5,265.00"
42157,Jan/24,Tabanan,Balian,Villa,Individual,4,1,40%,$465.00,"$4,517.00","$5,736.00"
42158,Jan/25,Tabanan,Balian,Villa,Individual,4,1,41%,$353.00,"$3,806.00","$4,490.00"
42159,Jul/22,Tabanan,Balian,Villa,Individual,4,1,53%,$450.00,"$5,860.00","$5,215.00"
42160,Jul/23,Tabanan,Balian,Villa,Individual,4,1,61%,$562.00,"$8,429.00","$8,682.00"
42161,Jul/24,Tabanan,Balian,Villa,Individual,4,1,55%,$399.00,"$5,325.00","$7,028.00"
42162,Jul/25,Tabanan,Balian,Villa,Individual,4,2,54%,$305.00,"$4,099.00","$7,459.00"
42163,Jun/22,Tabanan,Balian,Villa,Individual,4,1,42%,$345.00,"$3,241.00","$2,787.00"
42164,Jun/23,Tabanan,Balian,Villa,Individual,4,1,62%,$498.00,"$6,856.00","$7,267.00"
42165,Jun/24,Tabanan,Balian,Villa,Individual,4,1,50%,$404.00,"$4,651.00","$5,488.00"
42166,Jun/25,Tabanan,Balian,Villa,Individual,4,2,46%,$295.00,"$3,168.00","$5,164.00"
42167,Mar/22,Tabanan,Balian,Villa,Individual,4,0,31%,$283.00,"$2,720.00","$1,251.00"
42168,Mar/23,Tabanan,Balian,Villa,Individual,4,1,46%,$490.00,"$5,634.00","$4,845.00"
42169,Mar/24,Tabanan,Balian,Villa,Individual,4,1,40%,$386.00,"$4,132.00","$5,372.00"
42170,Mar/25,Tabanan,Balian,Villa,Individual,4,1,38%,$330.00,"$3,193.00","$3,895.00"
42171,May/22,Tabanan,Balian,Villa,Individual,4,1,39%,$374.00,"$3,722.00","$2,680.00"
42172,May/23,Tabanan,Balian,Villa,Individual,4,1,43%,$396.00,"$5,253.00","$4,780.00"
42173,May/24,Tabanan,Balian,Villa,Individual,4,1,56%,$357.00,"$5,591.00","$5,368.00"
42174,May/25,Tabanan,Balian,Villa,Individual,4,1,50%,$320.00,"$4,249.00","$6,204.00"
42175,Nov/26,Tabanan,Balian,Villa,Individual,4,0,28%,$405.00,"$2,037.00",$978.00
42176,Nov/22,Tabanan,Balian,Villa,Individual,4,1,37%,$526.00,"$4,548.00","$3,502.00"
42177,Nov/23,Tabanan,Balian,Villa,Individual,4,1,35%,$404.00,"$3,951.00","$3,990.00"
42178,Nov/24,Tabanan,Balian,Villa,Individual,4,1,44%,$382.00,"$4,394.00","$4,130.00"
42179,Nov/25,Tabanan,Balian,Villa,Individual,4,2,40%,$215.00,"$2,215.00","$3,986.00"
42180,Oct/26,Tabanan,Balian,Villa,Individual,4,0,32%,$506.00,"$3,364.00","$1,548.00"
42181,Oct/22,Tabanan,Balian,Villa,Individual,4,1,46%,$449.00,"$4,866.00","$3,990.00"
42182,Oct/23,Tabanan,Balian,Villa,Individual,4,1,50%,$406.00,"$5,531.00","$5,310.00"
42183,Oct/24,Tabanan,Balian,Villa,Individual,4,1,41%,$354.00,"$5,007.00","$5,908.00"
42184,Oct/25,Tabanan,Balian,Villa,Individual,4,2,42%,$244.00,"$3,004.00","$5,468.00"
42185,Sep/22,Tabanan,Balian,Villa,Individual,4,1,34%,$451.00,"$3,787.00","$3,559.00"
42186,Sep/23,Tabanan,Balian,Villa,Individual,4,1,53%,$483.00,"$6,482.00","$6,094.00"
42187,Sep/24,Tabanan,Balian,Villa,Individual,4,1,54%,$400.00,"$5,746.00","$7,469.00"
42188,Sep/25,Tabanan,Balian,Villa,Individual,4,2,37%,$280.00,"$2,886.00","$6,033.00"
42189,Apr/22,Tabanan,Balian,Villa,Individual,5,0,54%,$508.00,"$5,667.00","$2,323.00"
42190,Apr/23,Tabanan,Balian,Villa,Individual,5,0,67%,$871.00,"$13,912.00","$5,982.00"
42191,Apr/24,Tabanan,Balian,Villa,Individual,5,1,40%,$579.00,"$5,825.00","$4,077.00"
42192,Apr/25,Tabanan,Balian,Villa,Individual,5,1,50%,$508.00,"$6,264.00","$6,890.00"
42193,Aug/22,Tabanan,Balian,Villa,Individual,5,1,47%,$626.00,"$8,434.00","$4,891.00"
42194,Aug/23,Tabanan,Balian,Villa,Individual,5,0,55%,$726.00,"$10,670.00","$5,121.00"
42195,Aug/24,Tabanan,Balian,Villa,Individual,5,1,58%,$813.00,"$12,058.00","$10,973.00"
42196,Aug/25,Tabanan,Balian,Villa,Individual,5,1,55%,$768.00,"$11,898.00","$13,444.00"
42197,Dec/26,Tabanan,Balian,Villa,Individual,5,0,55%,$748.00,"$10,870.00","$4,457.00"
42198,Dec/22,Tabanan,Balian,Villa,Individual,5,1,72%,$745.00,"$8,834.00","$5,742.00"
42199,Dec/23,Tabanan,Balian,Villa,Individual,5,1,45%,$737.00,"$7,052.00","$4,937.00"
42200,Dec/24,Tabanan,Balian,Villa,Individual,5,1,61%,$611.00,"$7,968.00","$9,402.00"
42201,Dec/25,Tabanan,Balian,Villa,Individual,5,1,61%,$479.00,"$5,959.00","$6,734.00"
42202,Feb/22,Tabanan,Balian,Villa,Individual,5,0,41%,$441.00,"$4,134.00","$1,488.00"
42203,Feb/23,Tabanan,Balian,Villa,Individual,5,1,48%,$720.00,"$7,670.00","$3,835.00"
42204,Feb/24,Tabanan,Balian,Villa,Individual,5,1,44%,$560.00,"$5,551.00","$3,608.00"
42205,Feb/25,Tabanan,Balian,Villa,Individual,5,1,49%,$520.00,"$6,542.00","$6,738.00"
42206,Jan/22,Tabanan,Balian,Villa,Individual,5,0,34%,$476.00,"$4,183.00","$1,799.00"
42207,Jan/23,Tabanan,Balian,Villa,Individual,5,1,37%,$715.00,"$6,672.00","$4,937.00"
42208,Jan/24,Tabanan,Balian,Villa,Individual,5,1,44%,$766.00,"$8,524.00","$5,115.00"
42209,Jan/25,Tabanan,Balian,Villa,Individual,5,1,36%,$617.00,"$6,535.00","$7,516.00"
42210,Jul/22,Tabanan,Balian,Villa,Individual,5,1,48%,$748.00,"$8,705.00","$4,353.00"
42211,Jul/23,Tabanan,Balian,Villa,Individual,5,1,57%,$794.00,"$11,967.00","$5,984.00"
42212,Jul/24,Tabanan,Balian,Villa,Individual,5,1,72%,$713.00,"$12,262.00","$11,158.00"
42213,Jul/25,Tabanan,Balian,Villa,Individual,5,1,47%,$561.00,"$7,329.00","$8,282.00"
42214,Jun/22,Tabanan,Balian,Villa,Individual,5,1,39%,$596.00,"$6,737.00","$4,042.00"
42215,Jun/23,Tabanan,Balian,Villa,Individual,5,0,56%,$609.00,"$8,493.00","$4,076.00"
42216,Jun/24,Tabanan,Balian,Villa,Individual,5,1,54%,$602.00,"$7,366.00","$6,187.00"
42217,Jun/25,Tabanan,Balian,Villa,Individual,5,1,54%,$550.00,"$7,090.00","$7,799.00"
42218,Mar/22,Tabanan,Balian,Villa,Individual,5,0,38%,$411.00,"$3,639.00","$1,383.00"
42219,Mar/23,Tabanan,Balian,Villa,Individual,5,0,42%,$738.00,"$8,453.00","$3,043.00"
42220,Mar/24,Tabanan,Balian,Villa,Individual,5,1,43%,$582.00,"$7,507.00","$5,255.00"
42221,Mar/25,Tabanan,Balian,Villa,Individual,5,1,45%,$459.00,"$4,518.00","$3,343.00"
42222,May/22,Tabanan,Balian,Villa,Individual,5,1,34%,$749.00,"$6,199.00","$3,843.00"
42223,May/23,Tabanan,Balian,Villa,Individual,5,0,45%,$661.00,"$7,221.00","$2,961.00"
42224,May/24,Tabanan,Balian,Villa,Individual,5,1,48%,$567.00,"$7,162.00","$5,873.00"
42225,May/25,Tabanan,Balian,Villa,Individual,5,1,48%,$517.00,"$6,602.00","$6,998.00"
42226,Nov/26,Tabanan,Balian,Villa,Individual,5,0,50%,$844.00,"$9,319.00","$2,702.00"
42227,Nov/22,Tabanan,Balian,Villa,Individual,5,0,52%,$624.00,"$9,613.00","$4,614.00"
42228,Nov/23,Tabanan,Balian,Villa,Individual,5,1,38%,$591.00,"$4,664.00","$2,705.00"
42229,Nov/24,Tabanan,Balian,Villa,Individual,5,1,44%,$587.00,"$7,393.00","$6,728.00"
42230,Nov/25,Tabanan,Balian,Villa,Individual,5,1,31%,$502.00,"$4,462.00","$4,283.00"
42231,Oct/26,Tabanan,Balian,Villa,Individual,5,0,47%,$761.00,"$9,467.00","$2,935.00"
42232,Oct/22,Tabanan,Balian,Villa,Individual,5,0,50%,$635.00,"$7,932.00","$3,411.00"
