ID,DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE_USD,MONTHLY_USD,TOTAL_USD
13787,Mar/23,Mengwi,Pererenan,Villa,Professional,5,5,48%,"$1,297.00","$15,940.00","$77,785.00"
13788,Mar/24,Mengwi,Pererenan,Villa,Professional,5,7,42%,"$1,484.00","$22,239.00","$151,894.00"
13789,Mar/25,Mengwi,Pererenan,Villa,Professional,5,7,50%,$815.00,"$9,865.00","$72,212.00"
13790,May/22,Mengwi,Pererenan,Villa,Professional,5,9,55%,"$1,085.00","$16,121.00","$141,546.00"
13791,May/23,Mengwi,Pererenan,Villa,Professional,5,7,44%,"$1,386.00","$18,882.00","$128,964.00"
13792,May/24,Mengwi,Pererenan,Villa,Professional,5,7,33%,"$1,251.00","$8,585.00","$58,636.00"
13793,May/25,Mengwi,Pererenan,Villa,Professional,5,7,61%,$894.00,"$17,287.00","$118,068.00"
13794,Nov/26,Mengwi,Pererenan,Villa,Professional,5,5,70%,$929.00,"$17,329.00","$84,564.00"
13795,Nov/22,Mengwi,Pererenan,Villa,Professional,5,7,46%,"$1,302.00","$18,271.00","$124,791.00"
13796,Nov/23,Mengwi,Pererenan,Villa,Professional,5,6,36%,"$1,277.00","$11,067.00","$70,168.00"
13797,Nov/24,Mengwi,Pererenan,Villa,Professional,5,13,56%,$891.00,"$12,116.00","$159,692.00"
13798,Nov/25,Mengwi,Pererenan,Villa,Professional,5,11,35%,$779.00,"$8,736.00","$93,828.00"
13799,Oct/26,Mengwi,Pererenan,Villa,Professional,5,4,64%,"$1,092.00","$22,344.00","$87,142.00"
13800,Oct/22,Mengwi,Pererenan,Villa,Professional,5,7,56%,"$1,172.00","$16,795.00","$122,938.00"
13801,Oct/23,Mengwi,Pererenan,Villa,Professional,5,5,61%,"$1,314.00","$18,467.00","$99,166.00"
13802,Oct/24,Mengwi,Pererenan,Villa,Professional,5,12,58%,$989.00,"$15,236.00","$178,415.00"
13803,Oct/25,Mengwi,Pererenan,Villa,Professional,5,11,47%,$947.00,"$11,473.00","$128,727.00"
13804,Sep/22,Mengwi,Pererenan,Villa,Professional,5,9,51%,"$1,005.00","$13,573.00","$125,819.00"
13805,Sep/23,Mengwi,Pererenan,Villa,Professional,5,5,73%,"$1,332.00","$19,023.00","$92,833.00"
13806,Sep/24,Mengwi,Pererenan,Villa,Professional,5,8,44%,"$1,449.00","$15,343.00","$119,828.00"
13807,Sep/25,Mengwi,Pererenan,Villa,Professional,5,9,44%,$863.00,"$10,846.00","$95,224.00"
13808,Apr/22,Mengwi,Pererenan,Villa,Professional,6,2,39%,"$1,352.00","$9,944.00","$24,263.00"
13809,Apr/23,Mengwi,Pererenan,Villa,Professional,6,8,68%,"$1,468.00","$25,362.00","$198,080.00"
13810,Apr/24,Mengwi,Pererenan,Villa,Professional,6,7,44%,"$1,675.00","$19,849.00","$135,570.00"
13811,Apr/25,Mengwi,Pererenan,Villa,Professional,6,15,59%,"$1,049.00","$14,563.00","$213,198.00"
13812,Aug/22,Mengwi,Pererenan,Villa,Professional,6,7,52%,"$1,121.00","$15,708.00","$114,979.00"
13813,Aug/23,Mengwi,Pererenan,Villa,Professional,6,7,79%,"$1,519.00","$27,586.00","$201,928.00"
13814,Aug/24,Mengwi,Pererenan,Villa,Professional,6,7,63%,"$1,679.00","$25,647.00","$187,737.00"
13815,Aug/25,Mengwi,Pererenan,Villa,Professional,6,17,61%,"$1,084.00","$18,948.00","$314,354.00"
13816,Dec/26,Mengwi,Pererenan,Villa,Professional,6,2,85%,"$1,474.00","$19,106.00","$46,618.00"
13817,Dec/22,Mengwi,Pererenan,Villa,Professional,6,6,71%,"$1,813.00","$28,364.00","$179,828.00"
13818,Dec/23,Mengwi,Pererenan,Villa,Professional,6,9,49%,"$1,484.00","$15,776.00","$138,517.00"
13819,Dec/24,Mengwi,Pererenan,Villa,Professional,6,12,52%,$891.00,"$10,692.00","$125,201.00"
13820,Dec/25,Mengwi,Pererenan,Villa,Professional,6,11,48%,$843.00,"$10,340.00","$116,016.00"
13821,Feb/22,Mengwi,Pererenan,Villa,Professional,6,1,64%,"$1,198.00","$21,437.00","$21,008.00"
13822,Feb/23,Mengwi,Pererenan,Villa,Professional,6,8,52%,"$1,642.00","$20,705.00","$171,854.00"
13823,Feb/24,Mengwi,Pererenan,Villa,Professional,6,6,47%,"$1,161.00","$15,335.00","$89,865.00"
13824,Feb/25,Mengwi,Pererenan,Villa,Professional,6,12,41%,$780.00,"$8,611.00","$100,838.00"
13825,Jan/22,Mengwi,Pererenan,Villa,Professional,6,2,22%,"$1,424.00","$8,874.00","$21,652.00"
13826,Jan/23,Mengwi,Pererenan,Villa,Professional,6,7,48%,"$1,528.00","$19,648.00","$143,823.00"
13827,Jan/24,Mengwi,Pererenan,Villa,Professional,6,8,38%,"$1,907.00","$16,964.00","$132,492.00"
13828,Jan/25,Mengwi,Pererenan,Villa,Professional,6,14,46%,"$1,033.00","$13,529.00","$184,804.00"
13829,Jul/22,Mengwi,Pererenan,Villa,Professional,6,9,49%,"$1,164.00","$17,965.00","$157,734.00"
13830,Jul/23,Mengwi,Pererenan,Villa,Professional,6,7,89%,"$1,573.00","$34,979.00","$256,045.00"
13831,Jul/24,Mengwi,Pererenan,Villa,Professional,6,7,73%,"$1,721.00","$29,166.00","$213,492.00"
13832,Jul/25,Mengwi,Pererenan,Villa,Professional,6,17,74%,"$1,410.00","$24,887.00","$412,882.00"
13833,Jun/22,Mengwi,Pererenan,Villa,Professional,6,9,33%,"$1,321.00","$10,231.00","$89,828.00"
13834,Jun/23,Mengwi,Pererenan,Villa,Professional,6,7,73%,"$1,430.00","$28,349.00","$207,513.00"
13835,Jun/24,Mengwi,Pererenan,Villa,Professional,6,6,55%,"$1,638.00","$23,266.00","$147,509.00"
13836,Jun/25,Mengwi,Pererenan,Villa,Professional,6,14,62%,"$1,012.00","$15,040.00","$212,819.00"
13837,Mar/22,Mengwi,Pererenan,Villa,Professional,6,1,37%,$927.00,"$10,704.00","$10,490.00"
13838,Mar/23,Mengwi,Pererenan,Villa,Professional,6,6,57%,"$1,754.00","$28,685.00","$181,861.00"
13839,Mar/24,Mengwi,Pererenan,Villa,Professional,6,8,53%,"$1,351.00","$15,666.00","$122,348.00"
13840,Mar/25,Mengwi,Pererenan,Villa,Professional,6,10,39%,$689.00,"$5,693.00","$58,354.00"
13841,May/22,Mengwi,Pererenan,Villa,Professional,6,7,49%,"$1,301.00","$16,232.00","$118,818.00"
13842,May/23,Mengwi,Pererenan,Villa,Professional,6,8,58%,"$1,379.00","$22,833.00","$178,326.00"
13843,May/24,Mengwi,Pererenan,Villa,Professional,6,7,48%,"$1,234.00","$13,979.00","$102,329.00"
13844,May/25,Mengwi,Pererenan,Villa,Professional,6,14,57%,$937.00,"$15,611.00","$220,900.00"
13845,Nov/26,Mengwi,Pererenan,Villa,Professional,6,1,34%,"$1,250.00","$11,704.00","$17,087.00"
13846,Nov/22,Mengwi,Pererenan,Villa,Professional,6,7,65%,"$1,521.00","$25,225.00","$172,286.00"
13847,Nov/23,Mengwi,Pererenan,Villa,Professional,6,8,38%,"$1,412.00","$13,731.00","$113,968.00"
13848,Nov/24,Mengwi,Pererenan,Villa,Professional,6,11,54%,$651.00,"$8,499.00","$95,355.00"
13849,Nov/25,Mengwi,Pererenan,Villa,Professional,6,15,30%,"$1,096.00","$9,222.00","$139,524.00"
13850,Oct/26,Mengwi,Pererenan,Villa,Professional,6,2,10%,"$1,173.00","$4,836.00","$11,799.00"
13851,Oct/22,Mengwi,Pererenan,Villa,Professional,6,6,67%,"$1,530.00","$28,113.00","$178,238.00"
13852,Oct/23,Mengwi,Pererenan,Villa,Professional,6,7,58%,"$1,225.00","$18,415.00","$134,801.00"
13853,Oct/24,Mengwi,Pererenan,Villa,Professional,6,11,47%,"$1,042.00","$13,049.00","$146,415.00"
13854,Oct/25,Mengwi,Pererenan,Villa,Professional,6,17,50%,"$1,032.00","$12,258.00","$203,359.00"
13855,Sep/22,Mengwi,Pererenan,Villa,Professional,6,8,51%,"$1,179.00","$15,854.00","$123,818.00"
13856,Sep/23,Mengwi,Pererenan,Villa,Professional,6,7,59%,"$1,517.00","$21,659.00","$158,545.00"
13857,Sep/24,Mengwi,Pererenan,Villa,Professional,6,7,46%,"$1,566.00","$20,001.00","$146,406.00"
13858,Sep/25,Mengwi,Pererenan,Villa,Professional,6,16,49%,$861.00,"$11,621.00","$187,101.00"
13859,Apr/22,Mengwi,Seseh,Apartment,Individual,1,1,75%,$36.00,$634.00,$514.00
13860,Apr/23,Mengwi,Seseh,Apartment,Individual,1,1,65%,$53.00,$524.00,$582.00
13861,Apr/24,Mengwi,Seseh,Apartment,Individual,1,2,80%,$53.00,$713.00,"$1,226.00"
13862,Apr/25,Mengwi,Seseh,Apartment,Individual,1,7,59%,$81.00,"$1,172.00","$8,638.00"
13863,Aug/22,Mengwi,Seseh,Apartment,Individual,1,1,68%,$44.00,$760.00,$464.00
13864,Aug/23,Mengwi,Seseh,Apartment,Individual,1,1,56%,$50.00,$609.00,$615.00
13865,Aug/24,Mengwi,Seseh,Apartment,Individual,1,3,67%,$72.00,$998.00,"$2,625.00"
13866,Aug/25,Mengwi,Seseh,Apartment,Individual,1,8,63%,$72.00,"$1,122.00","$9,178.00"
13867,Dec/26,Mengwi,Seseh,Apartment,Individual,1,0,36%,$20.00,$350.00,$140.00
13868,Dec/22,Mengwi,Seseh,Apartment,Individual,1,1,93%,$51.00,$960.00,$778.00
13869,Dec/23,Mengwi,Seseh,Apartment,Individual,1,2,66%,$59.00,$616.00,$930.00
13870,Dec/24,Mengwi,Seseh,Apartment,Individual,1,4,56%,$56.00,$543.00,"$2,248.00"
13871,Dec/25,Mengwi,Seseh,Apartment,Individual,1,11,71%,$58.00,"$1,149.00","$12,765.00"
13872,Feb/22,Mengwi,Seseh,Apartment,Individual,1,0,88%,$19.00,$177.00,$53.00
13873,Feb/23,Mengwi,Seseh,Apartment,Individual,1,1,91%,$57.00,"$1,056.00",$855.00
13874,Feb/24,Mengwi,Seseh,Apartment,Individual,1,1,64%,$56.00,$644.00,$844.00
13875,Feb/25,Mengwi,Seseh,Apartment,Individual,1,4,52%,$57.00,$478.00,"$1,979.00"
13876,Jan/22,Mengwi,Seseh,Apartment,Individual,1,1,55%,$18.00,$159.00,$81.00
13877,Jan/23,Mengwi,Seseh,Apartment,Individual,1,1,95%,$53.00,"$1,177.00",$718.00
13878,Jan/24,Mengwi,Seseh,Apartment,Individual,1,1,71%,$51.00,$688.00,$764.00
13879,Jan/25,Mengwi,Seseh,Apartment,Individual,1,4,45%,$63.00,$667.00,"$2,428.00"
13880,Jul/22,Mengwi,Seseh,Apartment,Individual,1,1,84%,$31.00,$622.00,$566.00
13881,Jul/23,Mengwi,Seseh,Apartment,Individual,1,1,41%,$71.00,$687.00,$831.00
13882,Jul/24,Mengwi,Seseh,Apartment,Individual,1,2,62%,$62.00,$855.00,"$1,984.00"
13883,Jul/25,Mengwi,Seseh,Apartment,Individual,1,8,58%,$82.00,"$1,246.00","$10,441.00"
13884,Jun/22,Mengwi,Seseh,Apartment,Individual,1,1,62%,$37.00,$412.00,$375.00
13885,Jun/23,Mengwi,Seseh,Apartment,Individual,1,1,41%,$59.00,$528.00,$586.00
13886,Jun/24,Mengwi,Seseh,Apartment,Individual,1,2,65%,$57.00,"$1,037.00","$1,991.00"
13887,Jun/25,Mengwi,Seseh,Apartment,Individual,1,9,61%,$92.00,"$1,376.00","$11,806.00"
13888,Mar/22,Mengwi,Seseh,Apartment,Individual,1,1,56%,$24.00,$215.00,$131.00
13889,Mar/23,Mengwi,Seseh,Apartment,Individual,1,1,64%,$63.00,$710.00,$717.00
13890,Mar/24,Mengwi,Seseh,Apartment,Individual,1,1,78%,$61.00,$824.00,$997.00
13891,Mar/25,Mengwi,Seseh,Apartment,Individual,1,6,57%,$71.00,$791.00,"$4,477.00"
13892,May/22,Mengwi,Seseh,Apartment,Individual,1,1,80%,$47.00,$861.00,$697.00
13893,May/23,Mengwi,Seseh,Apartment,Individual,1,1,64%,$52.00,$694.00,$701.00
13894,May/24,Mengwi,Seseh,Apartment,Individual,1,2,76%,$59.00,$989.00,"$1,998.00"
13895,May/25,Mengwi,Seseh,Apartment,Individual,1,9,59%,$78.00,"$1,160.00","$9,953.00"
13896,Nov/26,Mengwi,Seseh,Apartment,Individual,1,1,51%,$20.00,$191.00,$117.00
13897,Nov/22,Mengwi,Seseh,Apartment,Individual,1,1,95%,$40.00,$550.00,$390.00
13898,Nov/23,Mengwi,Seseh,Apartment,Individual,1,1,58%,$53.00,$438.00,$574.00
13899,Nov/24,Mengwi,Seseh,Apartment,Individual,1,4,55%,$60.00,$708.00,"$2,499.00"
13900,Nov/25,Mengwi,Seseh,Apartment,Individual,1,10,73%,$60.00,"$1,241.00","$12,906.00"
13901,Oct/26,Mengwi,Seseh,Apartment,Individual,1,1,52%,$28.00,$331.00,$202.00
13902,Oct/22,Mengwi,Seseh,Apartment,Individual,1,1,93%,$56.00,"$1,051.00",$641.00
13903,Oct/23,Mengwi,Seseh,Apartment,Individual,1,1,51%,$55.00,$469.00,$380.00
13904,Oct/24,Mengwi,Seseh,Apartment,Individual,1,4,46%,$58.00,$541.00,"$2,023.00"
13905,Oct/25,Mengwi,Seseh,Apartment,Individual,1,10,71%,$65.00,"$1,386.00","$14,276.00"
13906,Sep/22,Mengwi,Seseh,Apartment,Individual,1,1,81%,$68.00,"$1,367.00",$697.00
13907,Sep/23,Mengwi,Seseh,Apartment,Individual,1,1,63%,$69.00,$904.00,$732.00
13908,Sep/24,Mengwi,Seseh,Apartment,Individual,1,3,66%,$61.00,$688.00,"$2,153.00"
13909,Sep/25,Mengwi,Seseh,Apartment,Individual,1,9,55%,$76.00,$992.00,"$9,017.00"
13910,Apr/22,Mengwi,Seseh,Apartment,Individual,2,0,42%,$146.00,$952.00,$190.00
13911,Apr/23,Mengwi,Seseh,Apartment,Individual,2,0,50%,$98.00,"$1,474.00",$147.00
13912,Apr/24,Mengwi,Seseh,Apartment,Individual,2,0,44%,$60.00,$482.00,$145.00
13913,Aug/22,Mengwi,Seseh,Apartment,Individual,2,0,95%,$41.00,$890.00,$89.00
13914,Aug/24,Mengwi,Seseh,Apartment,Individual,2,1,45%,$113.00,"$1,130.00",$576.00
13915,Dec/22,Mengwi,Seseh,Apartment,Individual,2,0,26%,$297.00,"$1,483.00",$297.00
13916,Dec/23,Mengwi,Seseh,Apartment,Individual,2,0,33%,$67.00,$133.00,$13.00
13917,Dec/25,Mengwi,Seseh,Apartment,Individual,2,1,61%,$83.00,"$1,279.00","$1,803.00"
13918,Feb/24,Mengwi,Seseh,Apartment,Individual,2,0,34%,$74.00,$556.00,$167.00
13919,Jan/24,Mengwi,Seseh,Apartment,Individual,2,0,13%,$52.00,$122.00,$37.00
13920,Jul/22,Mengwi,Seseh,Apartment,Individual,2,0,46%,$129.00,$840.00,$168.00
13921,Jul/23,Mengwi,Seseh,Apartment,Individual,2,0,67%,$185.00,$739.00,$74.00
13922,Jul/24,Mengwi,Seseh,Apartment,Individual,2,0,44%,$150.00,"$1,297.00",$389.00
13923,Jun/22,Mengwi,Seseh,Apartment,Individual,2,0,95%,$152.00,"$3,327.00",$333.00
13924,Mar/22,Mengwi,Seseh,Apartment,Individual,2,0,10%,$118.00,$177.00,$35.00
13925,Mar/24,Mengwi,Seseh,Apartment,Individual,2,0,80%,$60.00,$719.00,$216.00
13926,May/22,Mengwi,Seseh,Apartment,Individual,2,0,77%,$630.00,"$6,302.00","$1,260.00"
13927,May/24,Mengwi,Seseh,Apartment,Individual,2,0,39%,$49.00,$392.00,$118.00
13928,Nov/22,Mengwi,Seseh,Apartment,Individual,2,0,34%,$114.00,$568.00,$114.00
13929,Nov/23,Mengwi,Seseh,Apartment,Individual,2,0,73%,$63.00,"$1,007.00",$101.00
13930,Nov/25,Mengwi,Seseh,Apartment,Individual,2,1,83%,$91.00,"$1,901.00","$2,300.00"
13931,Oct/25,Mengwi,Seseh,Apartment,Individual,2,1,66%,$103.00,"$2,017.00","$2,441.00"
13932,Sep/24,Mengwi,Seseh,Apartment,Individual,2,1,36%,$124.00,$846.00,$516.00
13933,Dec/25,Mengwi,Seseh,Apartment,Professional,1,2,88%,$63.00,"$1,632.00","$3,297.00"
13934,Nov/25,Mengwi,Seseh,Apartment,Professional,1,2,79%,$64.00,"$1,496.00","$2,872.00"
13935,Oct/25,Mengwi,Seseh,Apartment,Professional,1,2,78%,$62.00,"$1,440.00","$2,765.00"
13936,Apr/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13937,Apr/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13938,Apr/24,Mengwi,Seseh,Guest House,Individual,1,14,49%,$44.00,$529.00,"$7,480.00"
13939,Apr/25,Mengwi,Seseh,Guest House,Individual,1,20,45%,$30.00,$349.00,"$6,945.00"
13940,Aug/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13941,Aug/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13942,Aug/24,Mengwi,Seseh,Guest House,Individual,1,14,52%,$49.00,$557.00,"$7,653.00"
13943,Aug/25,Mengwi,Seseh,Guest House,Individual,1,22,45%,$31.00,$367.00,"$7,894.00"
13944,Dec/26,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13945,Dec/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13946,Dec/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13947,Dec/24,Mengwi,Seseh,Guest House,Individual,1,20,60%,$37.00,$457.00,"$9,323.00"
13948,Dec/25,Mengwi,Seseh,Guest House,Individual,1,32,59%,$25.00,$386.00,"$12,240.00"
13949,Feb/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13950,Feb/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13951,Feb/24,Mengwi,Seseh,Guest House,Individual,1,11,59%,$38.00,$547.00,"$5,968.00"
13952,Feb/25,Mengwi,Seseh,Guest House,Individual,1,19,53%,$31.00,$370.00,"$6,912.00"
13953,Jan/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13954,Jan/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13955,Jan/24,Mengwi,Seseh,Guest House,Individual,1,13,37%,$34.00,$545.00,"$7,156.00"
13956,Jan/25,Mengwi,Seseh,Guest House,Individual,1,23,46%,$33.00,$419.00,"$9,436.00"
13957,Jul/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13958,Jul/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13959,Jul/24,Mengwi,Seseh,Guest House,Individual,1,14,54%,$44.00,$529.00,"$7,268.00"
13960,Jul/25,Mengwi,Seseh,Guest House,Individual,1,21,46%,$32.00,$394.00,"$8,436.00"
13961,Jun/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13962,Jun/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13963,Jun/24,Mengwi,Seseh,Guest House,Individual,1,13,48%,$43.00,$525.00,"$7,051.00"
13964,Jun/25,Mengwi,Seseh,Guest House,Individual,1,19,46%,$29.00,$350.00,"$6,822.00"
13965,Mar/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13966,Mar/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13967,Mar/24,Mengwi,Seseh,Guest House,Individual,1,13,48%,$43.00,$542.00,"$7,279.00"
13968,Mar/25,Mengwi,Seseh,Guest House,Individual,1,20,52%,$29.00,$361.00,"$7,112.00"
13969,May/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13970,May/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13971,May/24,Mengwi,Seseh,Guest House,Individual,1,14,51%,$44.00,$529.00,"$7,480.00"
13972,May/25,Mengwi,Seseh,Guest House,Individual,1,19,48%,$31.00,$385.00,"$7,388.00"
13973,Nov/26,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13974,Nov/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13975,Nov/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13976,Nov/24,Mengwi,Seseh,Guest House,Individual,1,16,51%,$36.00,$483.00,"$7,902.00"
13977,Nov/25,Mengwi,Seseh,Guest House,Individual,1,28,56%,$24.00,$399.00,"$11,124.00"
13978,Oct/26,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13979,Oct/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13980,Oct/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13981,Oct/24,Mengwi,Seseh,Guest House,Individual,1,16,54%,$36.00,$533.00,"$8,667.00"
13982,Oct/25,Mengwi,Seseh,Guest House,Individual,1,27,64%,$29.00,$535.00,"$14,643.00"
13983,Sep/22,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13984,Sep/23,Mengwi,Seseh,Guest House,Individual,1,0,0%,,,
13985,Sep/24,Mengwi,Seseh,Guest House,Individual,1,16,54%,$46.00,$568.00,"$8,952.00"
13986,Sep/25,Mengwi,Seseh,Guest House,Individual,1,21,47%,$28.00,$334.00,"$7,118.00"
13987,Aug/25,Mengwi,Seseh,Guest House,Individual,2,1,56%,$73.00,$890.00,$988.00
13988,Dec/25,Mengwi,Seseh,Guest House,Individual,2,2,50%,$66.00,$859.00,"$1,907.00"
13989,Jul/25,Mengwi,Seseh,Guest House,Individual,2,1,40%,$88.00,"$1,032.00","$1,249.00"
13990,Nov/25,Mengwi,Seseh,Guest House,Individual,2,2,52%,$60.00,$867.00,"$1,405.00"
13991,Oct/25,Mengwi,Seseh,Guest House,Individual,2,2,60%,$65.00,"$1,261.00","$2,169.00"
13992,Sep/25,Mengwi,Seseh,Guest House,Individual,2,1,46%,$65.00,$861.00,$870.00
13993,Apr/25,Mengwi,Seseh,Guest House,Professional,1,2,12%,$40.00,$199.00,$322.00
13994,Aug/25,Mengwi,Seseh,Guest House,Professional,1,1,28%,$58.00,$316.00,$319.00
13995,Dec/25,Mengwi,Seseh,Guest House,Professional,1,2,24%,$75.00,$513.00,"$1,036.00"
13996,Jul/25,Mengwi,Seseh,Guest House,Professional,1,1,21%,$129.00,"$1,029.00",$936.00
13997,Jun/25,Mengwi,Seseh,Guest House,Professional,1,1,46%,$41.00,$388.00,$508.00
13998,May/25,Mengwi,Seseh,Guest House,Professional,1,1,10%,$42.00,$187.00,$189.00
13999,Nov/25,Mengwi,Seseh,Guest House,Professional,1,2,27%,$55.00,$426.00,$861.00
14000,Oct/25,Mengwi,Seseh,Guest House,Professional,1,2,39%,$102.00,"$1,184.00","$2,510.00"
14001,Sep/25,Mengwi,Seseh,Guest House,Professional,1,2,25%,$39.00,$283.00,$458.00
14002,Apr/22,Mengwi,Seseh,Villa,Individual,1,6,70%,$66.00,"$1,045.00","$6,228.00"
14003,Apr/23,Mengwi,Seseh,Villa,Individual,1,11,63%,$95.00,"$1,442.00","$16,453.00"
14004,Apr/24,Mengwi,Seseh,Villa,Individual,1,17,55%,$88.00,"$1,157.00","$20,213.00"
14005,Apr/25,Mengwi,Seseh,Villa,Individual,1,26,58%,$81.00,$81.00,"$2,127.00"
14006,Aug/22,Mengwi,Seseh,Villa,Individual,1,9,69%,$86.00,"$1,362.00","$12,789.00"
14007,Aug/23,Mengwi,Seseh,Villa,Individual,1,13,66%,$100.00,"$1,572.00","$20,798.00"
14008,Aug/24,Mengwi,Seseh,Villa,Individual,1,23,68%,$109.00,"$1,834.00","$42,237.00"
14009,Aug/25,Mengwi,Seseh,Villa,Individual,1,31,62%,$111.00,"$1,690.00","$51,714.00"
14010,Dec/26,Mengwi,Seseh,Villa,Individual,1,5,57%,$80.00,"$1,079.00","$5,881.00"
14011,Dec/22,Mengwi,Seseh,Villa,Individual,1,13,71%,$108.00,"$1,696.00","$21,234.00"
14012,Dec/23,Mengwi,Seseh,Villa,Individual,1,16,59%,$109.00,"$1,370.00","$21,304.00"
14013,Dec/24,Mengwi,Seseh,Villa,Individual,1,30,62%,$94.00,"$1,131.00","$34,156.00"
14014,Dec/25,Mengwi,Seseh,Villa,Individual,1,40,67%,$66.00,"$1,222.00","$48,746.00"
14015,Feb/22,Mengwi,Seseh,Villa,Individual,1,5,45%,$85.00,$824.00,"$3,832.00"
14016,Feb/23,Mengwi,Seseh,Villa,Individual,1,11,72%,$93.00,"$1,403.00","$14,872.00"
14017,Feb/24,Mengwi,Seseh,Villa,Individual,1,16,61%,$110.00,"$1,529.00","$24,556.00"
14018,Feb/25,Mengwi,Seseh,Villa,Individual,1,23,61%,$80.00,"$1,100.00","$24,772.00"
14019,Jan/22,Mengwi,Seseh,Villa,Individual,1,5,46%,$66.00,$699.00,"$3,670.00"
14020,Jan/23,Mengwi,Seseh,Villa,Individual,1,12,63%,$99.00,"$1,432.00","$17,642.00"
14021,Jan/24,Mengwi,Seseh,Villa,Individual,1,17,50%,$92.00,"$1,094.00","$18,565.00"
14022,Jan/25,Mengwi,Seseh,Villa,Individual,1,29,53%,$89.00,"$1,157.00","$33,426.00"
14023,Jul/22,Mengwi,Seseh,Villa,Individual,1,9,69%,$88.00,"$1,548.00","$14,226.00"
14024,Jul/23,Mengwi,Seseh,Villa,Individual,1,13,66%,$102.00,"$1,669.00","$20,896.00"
14025,Jul/24,Mengwi,Seseh,Villa,Individual,1,22,65%,$94.00,"$1,552.00","$33,539.00"
14026,Jul/25,Mengwi,Seseh,Villa,Individual,1,30,60%,$96.00,"$1,467.00","$43,863.00"
14027,Jun/22,Mengwi,Seseh,Villa,Individual,1,9,67%,$82.00,"$1,373.00","$12,343.00"
14028,Jun/23,Mengwi,Seseh,Villa,Individual,1,13,66%,$90.00,"$1,345.00","$17,391.00"
14029,Jun/24,Mengwi,Seseh,Villa,Individual,1,20,60%,$92.00,"$1,397.00","$27,661.00"
14030,Jun/25,Mengwi,Seseh,Villa,Individual,1,31,61%,$86.00,$86.00,"$2,701.00"
14031,Mar/22,Mengwi,Seseh,Villa,Individual,1,5,47%,$66.00,$792.00,"$3,683.00"
14032,Mar/23,Mengwi,Seseh,Villa,Individual,1,11,57%,$100.00,"$1,386.00","$15,537.00"
14033,Mar/24,Mengwi,Seseh,Villa,Individual,1,17,57%,$91.00,"$1,296.00","$21,462.00"
14034,Mar/25,Mengwi,Seseh,Villa,Individual,1,23,58%,$76.00,$968.00,"$21,993.00"
14035,May/22,Mengwi,Seseh,Villa,Individual,1,8,68%,$84.00,"$1,345.00","$11,137.00"
14036,May/23,Mengwi,Seseh,Villa,Individual,1,11,65%,$95.00,"$1,594.00","$18,028.00"
14037,May/24,Mengwi,Seseh,Villa,Individual,1,19,58%,$89.00,"$1,329.00","$25,105.00"
14038,May/25,Mengwi,Seseh,Villa,Individual,1,29,60%,$79.00,$79.00,"$2,306.00"
14039,Nov/26,Mengwi,Seseh,Villa,Individual,1,6,51%,$74.00,$809.00,"$4,490.00"
14040,Nov/22,Mengwi,Seseh,Villa,Individual,1,11,63%,$85.00,"$1,359.00","$14,691.00"
14041,Nov/23,Mengwi,Seseh,Villa,Individual,1,12,58%,$81.00,"$1,093.00","$13,247.00"
14042,Nov/24,Mengwi,Seseh,Villa,Individual,1,25,61%,$79.00,"$1,104.00","$27,203.00"
14043,Nov/25,Mengwi,Seseh,Villa,Individual,1,36,66%,$70.00,"$1,336.00","$48,443.00"
14044,Oct/26,Mengwi,Seseh,Villa,Individual,1,4,57%,$75.00,"$1,256.00","$4,949.00"
14045,Oct/22,Mengwi,Seseh,Villa,Individual,1,11,62%,$88.00,"$1,355.00","$15,325.00"
